show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3292,Movie,King: Sacred Empire,James Kumar,"Ingrid Yamamoto, Felipe Müller, Diego Yamamoto, Camila Müller, Camila Johnson, Raj Petit",Mexico,"July 16, 2024",2024,R,137 min,"Crime TV Shows, International TV Shows",A mysterious story about friendship.
s3293,Movie,Queen of Shadow,James Silva,"Carlos Brown, Sofia Silva, Tom Khan, Maria Smith","United Kingdom, United States, South Korea","December 31, 2022",2007,TV-Y,121 min,"Sci-Fi & Fantasy, TV Thrillers",A thrilling story about survival.
s3294,TV Show,Game: Beautiful House,,"Maria Silva, Noah Silva, Maria Nakamura, Camila Martinez, Lin Wang, Ravi Tanaka",United States,"May 01, 2024",2024,TV-14,4 Seasons,"Docuseries, Documentaries, TV Dramas",A heartwarming story about survival.
s3295,Movie,Empire: Perfect Witness,James Patel,"Priya Andersen, Kwame Johnson, Emma Patel, Amélie Johnson, Alice Martinez, Sofia Brown, James Smith",United States,"October 15, 2013",2013,TV-Y7,155 min,"Documentaries, Romantic Movies, International TV Shows",A heartwarming story about love.
s3296,Movie,Witness: Beautiful Dream,,"Ravi Suzuki, Lin Rossi, Felipe Brown",Germany,"January 11, 2021",2011,TV-MA,132 min,"TV Dramas, International Movies, Thrillers",A mysterious story about survival.
s3297,TV Show,Midnight Mountain,,"Carlos Tanaka, Emma Yamamoto, Alice Suzuki, Chen Johnson, Ingrid Brown, Priya Rodriguez, Isabella Tanaka, Isabella Tanaka",United States,"July 23, 2015",2015,TV-PG,1 Season,"Stand-Up Comedy, Comedies",A gripping story about love.
s3298,TV Show,Midnight War,"Ravi López, Ravi Johnson","Olivier Smith, Raj Nakamura, Emma Andersen",Japan,"January 08, 2019",2019,TV-G,2 Seasons,"TV Action & Adventure, Stand-Up Comedy, Romantic Movies",A hilarious story about friendship.
s3299,Movie,The Perfect Queen,Fatima Patel,"Hiroshi López, Raj Smith, James Kumar, Ahmed Andersen, Ravi Kim, Chen Silva, Diego Rodriguez",United States,"May 31, 2015",2015,PG,88 min,Sci-Fi & Fantasy,A heartwarming story about revenge.
s3300,Movie,Journey: Dark Dream,Diego Brown,"Ravi Nakamura, Lin Okonkwo, Chen Andersen, Amélie Khan, Kwame García, Chen Martinez, Lin García, Aoi Smith","China, South Korea, Spain","March 12, 2008",2006,TV-MA,115 min,Children & Family Movies,A mysterious story about adventure.
s3301,Movie,Empire of Light,Raj Okonkwo,"Carlos Okonkwo, Chloé Andersen, Chloé Suzuki",Japan,"May 12, 2018",2011,TV-MA,107 min,Comedies,A hilarious story about love.
s3302,TV Show,Queen: Broken Kingdom,Alice Johnson,"Isabella Smith, Noah Rodriguez, Emma Johnson, Ahmed Andersen, Liam Kim, Kwame Andersen",United States,"December 09, 2023",2019,TV-14,2 Seasons,Sports Movies,A heartwarming story about love.
s3303,Movie,Legend of King,Aoi Smith,"James Kim, Alice Wang, James Johnson, Martin Okonkwo",Spain,"July 12, 2016",2013,TV-14,112 min,Dramas,A thrilling story about friendship.
s3304,Movie,Eternal Paradise,Ravi Kim,"James Kumar, Ravi Kim, Chloé Tanaka, Felipe Müller, Yuki Martinez, Diego Rodriguez",Spain,"November 11, 2021",2021,TV-G,102 min,TV Comedies,A mysterious story about adventure.
s3305,Movie,Friend of Light,Raj Kumar,"James López, Tom Martinez, Amélie Nakamura, James Kim, Carlos Khan",Spain,"February 23, 2012",2008,TV-MA,47 min,"TV Dramas, Spanish-Language TV Shows",A heartwarming story about survival.
s3306,Movie,Murder: Strange Witness,Martin Wang,"Camila Andersen, Diego Rodriguez, Ahmed Nakamura, David Brown, Olivier Petit, Camila Andersen, Olivier Petit, Raj Johnson",United States,"February 17, 2018",2018,TV-14,71 min,"Spanish-Language TV Shows, Documentaries",A mysterious story about friendship.
s3307,Movie,The Beautiful City,Liam Suzuki,,Japan,"October 01, 2018",1986,TV-MA,104 min,"Reality TV, British TV Shows",A mysterious story about love.
s3308,Movie,The Final City,Diego Silva,"Ravi Smith, Raj Petit, Hiroshi Tanaka",United States,"May 20, 2023",2017,TV-MA,152 min,"TV Dramas, TV Comedies",A hilarious story about survival.
s3309,Movie,Love of Legend,Noah Wang,,"United States, France","September 06, 2022",2022,R,54 min,TV Horror,A thrilling story about family.
s3310,TV Show,Heart: Strange Fire,"Martin Johnson, Priya Andersen","James Rodriguez, Lin Johnson, Chloé Suzuki, Hiroshi Andersen, Felipe Khan, Isabella Nakamura, Alice Khan",South Korea,"June 06, 2024",2024,TV-14,3 Seasons,"International Movies, Thrillers, Sports Movies",A heartwarming story about revenge.
s3311,Movie,Murder: Eternal Mountain,Carlos Patel,"Kwame Petit, Lin Wang, Alice Suzuki, Amélie Okonkwo, Ingrid Müller, Maria Rossi, Maria Yamamoto, Hiroshi Patel",United States,"May 23, 2018",2018,TV-MA,127 min,"Independent Movies, TV Horror, Anime Series",A gripping story about family.
s3312,Movie,Kingdom: Perfect Family,Kwame Patel,"Chloé Nakamura, Olivier Nakamura, Isabella García, Aoi Nakamura, Isabella Martinez",United States,"October 22, 2024",2024,TV-14,89 min,"Sports Movies, Spanish-Language TV Shows",A gripping story about revenge.
s3313,TV Show,Hidden City,Martin Petit,"Kwame Nakamura, Liam Suzuki, Camila Tanaka, Sofia López, Diego Nakamura, David Suzuki, Lin Smith","United States, Mexico","September 12, 2014",1995,TV-MA,2 Seasons,"Music & Musicals, Reality TV, Anime Series",A hilarious story about family.
s3314,Movie,The Wild Empire,Camila Tanaka,,United States,"November 30, 2021",2012,TV-14,73 min,"TV Comedies, TV Thrillers",A mysterious story about family.
s3315,Movie,Mother: Beautiful Legend,Hiroshi Patel,"David Tanaka, Emma Smith, Ravi Patel, Raj Yamamoto, Kwame Andersen, Alice López, Noah Martinez","Turkey, United States, Italy","July 26, 2014",2013,TV-MA,75 min,Spanish-Language TV Shows,A heartwarming story about survival.
s3316,Movie,Final Heart,David Khan,"Fatima Kim, Isabella Johnson, Alice Petit",United Kingdom,"March 02, 2023",2023,TV-PG,163 min,"Classic Movies, TV Dramas, Documentaries",A heartwarming story about survival.
s3317,Movie,Silent Light,David Tanaka,"Chen Rossi, Ahmed Tanaka, Hiroshi Wang, Raj Okonkwo, Maria Patel, Isabella Johnson, Chloé Brown, Martin Rossi",India,"June 22, 2021",2010,TV-Y7,89 min,"Horror Movies, Sports Movies, Spanish-Language TV Shows",A mysterious story about friendship.
s3318,Movie,King of Stranger,Raj Kumar,"Noah Khan, Diego Johnson, Lin Khan, Liam Patel","India, United States, United Kingdom","October 15, 2024",2024,TV-PG,121 min,"International Movies, Documentaries",A heartwarming story about survival.
s3319,Movie,Queen: Wild Kingdom,Liam Rodriguez,"Ravi Patel, Ahmed Khan, Sofia Nakamura, Chloé Smith, James Rossi",Philippines,"November 08, 2022",1992,TV-MA,107 min,"TV Dramas, Reality TV",A mysterious story about friendship.
s3320,Movie,Revenge of Legend,Kwame Andersen,"Chloé Rossi, Yuki Suzuki, Alice Silva","United States, India","June 25, 2019",2019,TV-14,120 min,TV Action & Adventure,A heartwarming story about love.
s3321,TV Show,King of Legend,Felipe Patel,"Tom Rodriguez, Olivier García, Alice Yamamoto, David Suzuki, Ravi Wang, Tom Brown",China,"March 22, 2019",1994,TV-MA,1 Season,"TV Horror, LGBTQ Movies",A mysterious story about survival.
s3322,TV Show,Revenge of Witness,Martin Wang,"Chen Suzuki, Maria Patel, Ingrid Khan, David Johnson, Carlos Martinez, Liam García",Turkey,"September 29, 2024",2021,R,3 Seasons,Independent Movies,A mysterious story about love.
s3323,Movie,The Dark Mountain,Raj Khan,"Diego Rossi, Camila López, Aoi Petit","China, United States, South Korea","March 11, 2021",1998,TV-PG,78 min,"Classic Movies, International Movies, International TV Shows",A gripping story about survival.
s3324,Movie,The Secret Heart,,"Martin Rodriguez, Yuki Brown, Isabella López",India,"January 08, 2015",2009,TV-MA,89 min,"Independent Movies, Classic Movies",A thrilling story about adventure.
s3325,Movie,Golden Revenge,Ahmed Smith,"David Brown, Camila Rossi, Tom Müller, Yuki Brown, David Yamamoto, Raj Kumar, Camila Kumar, Chen Patel","France, Japan","October 25, 2017",2009,TV-MA,118 min,"Crime TV Shows, Korean TV Shows",A mysterious story about adventure.
s3326,Movie,Last Dream,Camila Suzuki,"Raj Petit, Alice Khan, Chen Rossi","United States, Japan","February 05, 2024",2024,TV-PG,98 min,"Horror Movies, Music & Musicals, Children & Family Movies",A gripping story about adventure.
s3327,Movie,The Strange Friend,Yuki Patel,"Camila Okonkwo, Maria Martinez, Priya Wang, Noah Smith, Kwame García, Chloé Brown, Fatima López, Kwame López","France, Spain","November 11, 2009",2008,TV-MA,117 min,"Classic Movies, Comedies",A thrilling story about love.
s3328,Movie,Final Mountain,Priya Johnson,"Noah Johnson, Kwame Okonkwo, Fatima López, Olivier Martinez, Aoi García",United States,"July 16, 2014",1997,TV-PG,109 min,"Anime Series, TV Thrillers, Romantic Movies",A thrilling story about adventure.
s3329,TV Show,The Silent Empire,,"Martin Kim, Emma Okonkwo, Yuki Müller, Martin Rossi, Isabella Andersen","Argentina, Spain","June 08, 2024",2024,R,7 Seasons,Classic Movies,A heartwarming story about love.
s3330,Movie,Final Kingdom,Chen Silva,"Carlos Yamamoto, Raj Okonkwo, Noah Okonkwo, Tom Petit, Fatima Silva, Aoi García",India,"January 01, 2018",2018,TV-MA,91 min,"British TV Shows, Korean TV Shows",A heartwarming story about friendship.
s3331,Movie,The Golden Family,Chen Suzuki,"Chloé Smith, Yuki Kumar, Alice Rossi, David Martinez, Sofia García, Olivier Silva",,"January 25, 2019",2012,TV-MA,106 min,"TV Action & Adventure, TV Horror",A mysterious story about family.
s3332,TV Show,Detective of Friend,"Priya Yamamoto, Kwame Wang","Hiroshi Petit, Felipe Tanaka, Yuki Wang, Sofia Martinez, Martin Nakamura",India,"June 13, 2014",2013,TV-Y,1 Season,Korean TV Shows,A heartwarming story about family.
s3333,Movie,Detective of Journey,Tom Rossi,"Chen Brown, James Wang, Liam García, Ingrid Müller, Raj Martinez",United Kingdom,"December 21, 2015",2003,TV-14,116 min,"Anime Series, Action & Adventure",A thrilling story about adventure.
s3334,Movie,Silent Shadow,David Müller,"Felipe Patel, Chloé Rossi, Aoi Martinez, Hiroshi Smith, Lin García, Noah Rodriguez, Alice Rossi, Chloé Nakamura",India,"November 24, 2010",2007,PG-13,86 min,"Children & Family Movies, Action & Adventure, Sports Movies",A gripping story about adventure.
s3335,Movie,The Broken Family,Chloé Müller,"Noah Wang, Carlos García, Fatima Andersen, David Yamamoto, Emma Smith, Chen Kim",Nigeria,"March 06, 2017",2001,TV-14,109 min,Dramas,A thrilling story about family.
s3336,TV Show,Friend: Wild Witness,Carlos Yamamoto,"Sofia Suzuki, Kwame Khan, Ravi Rodriguez, Chen Andersen",India,"August 19, 2011",2011,TV-14,2 Seasons,"TV Thrillers, Children & Family Movies, Korean TV Shows",A heartwarming story about revenge.
s3337,TV Show,War: Perfect Journey,"Sofia Nakamura, Kwame García","James Petit, Ingrid Yamamoto, Amélie Khan, Ravi Wang",United States,"December 03, 2019",2019,TV-14,2 Seasons,"Children & Family Movies, Crime TV Shows",A thrilling story about revenge.
s3338,Movie,House: Hidden Kingdom,Fatima García,"Isabella García, Raj Khan, Tom Khan, Kwame Rodriguez, Ingrid Müller, James Johnson, Amélie Rodriguez",South Korea,"March 10, 2024",2024,TV-14,114 min,"Reality TV, LGBTQ Movies",A hilarious story about family.
s3339,Movie,Witness: Sacred House,Camila Khan,"Emma Suzuki, Chen Martinez, Olivier Silva, Priya Tanaka","United States, Turkey, Canada","September 01, 2011",2010,TV-MA,132 min,"Thrillers, Comedies",A gripping story about friendship.
s3340,Movie,The Strange Friend,Tom Johnson,"Diego Andersen, Kwame Müller, Ahmed Andersen, Chen Khan, Olivier Wang, Amélie Wang",Mexico,"October 11, 2024",2024,TV-14,118 min,"British TV Shows, Korean TV Shows, Dramas",A mysterious story about revenge.
s3341,Movie,Paradise: Last Mother,Noah Brown,"Emma Martinez, Noah Müller, Priya Smith, Hiroshi Suzuki, Raj Müller, Diego López, Kwame Martinez, Noah García",United States,"October 02, 2023",2023,TV-PG,124 min,"Docuseries, Spanish-Language TV Shows",A hilarious story about family.
s3342,Movie,The Eternal Light,Hiroshi García,"Ahmed Silva, Lin Nakamura, Yuki Andersen, Lin Yamamoto, Noah Andersen, Priya Tanaka, Ahmed Yamamoto",United States,"July 06, 2023",2009,R,87 min,Romantic Movies,A thrilling story about love.
s3343,Movie,Detective: Eternal Dream,Priya Petit,"Liam Petit, Diego Andersen, Hiroshi Müller",United Kingdom,"February 11, 2020",2020,TV-Y7,128 min,"Anime Series, Crime TV Shows",A mysterious story about friendship.
s3344,Movie,Dream of War,Emma Khan,"Felipe Johnson, Ravi Khan, Tom Nakamura, Chen Rossi, Camila Patel, Ravi Smith",France,"October 02, 2016",2016,TV-14,113 min,"LGBTQ Movies, TV Action & Adventure",A hilarious story about love.
s3345,Movie,Dream of Detective,Tom Petit,"Chen López, Noah López, Martin Rodriguez, Emma Kim, Isabella Smith, Maria García",United States,"April 06, 2020",1992,TV-MA,104 min,Horror Movies,A heartwarming story about family.
s3346,Movie,The Secret King,Chloé Martinez,"Camila Tanaka, David Suzuki, Emma Yamamoto, Ahmed Müller, Diego Tanaka, Yuki Silva, Emma Nakamura, Fatima Petit",Philippines,"June 05, 2019",2019,TV-MA,122 min,International TV Shows,A hilarious story about love.
s3347,Movie,Friend of Light,Martin García,"Ahmed Brown, Kwame Martinez, Chen Petit, James Kumar, Isabella Tanaka, Raj Silva, Chloé García",United Kingdom,"February 11, 2019",2019,TV-Y7,132 min,"Spanish-Language TV Shows, TV Comedies, TV Thrillers",A hilarious story about friendship.
s3348,Movie,Dangerous Empire,Kwame Suzuki,"Sofia Yamamoto, Ahmed Yamamoto, Raj Rodriguez",United States,"September 16, 2012",2012,TV-14,154 min,International Movies,A thrilling story about friendship.
s3349,Movie,Journey: Final Legend,Diego Kumar,"Olivier Smith, Noah Kumar, Yuki López, Martin López, Amélie García, David Andersen",United States,"October 28, 2012",2012,TV-Y7,80 min,"TV Dramas, Anime Series",A gripping story about family.
s3350,Movie,Mother of Family,Felipe Silva,"Olivier Silva, Raj Okonkwo, Chen Petit, Lin García, Fatima Yamamoto",Spain,"October 09, 2024",2024,R,106 min,Romantic Movies,A mysterious story about revenge.
s3351,Movie,The Beautiful Mother,Chen Wang,"Emma Patel, Tom Andersen, Ahmed Okonkwo, James Smith",Spain,"August 10, 2013",2013,TV-14,69 min,"Action & Adventure, TV Comedies",A mysterious story about love.
s3352,Movie,Story of Stranger,Chen García,"Isabella García, Ravi Okonkwo, Martin Yamamoto, Yuki López, Priya Wang","Argentina, Germany","April 18, 2014",2014,TV-14,92 min,"Music & Musicals, Dramas",A heartwarming story about revenge.
s3353,Movie,Sacred Revenge,Lin Müller,"Yuki Yamamoto, Chen García, Ravi Silva, Ingrid Andersen, Amélie Suzuki, Kwame García",,"September 27, 2023",2005,TV-MA,161 min,International Movies,A thrilling story about survival.
s3354,TV Show,The Silent Legend,Chloé Kim,"Tom Okonkwo, Chloé Silva, Amélie Smith, Lin Brown, Ingrid Tanaka, Amélie García, Felipe Suzuki",United States,"March 05, 2024",2024,TV-MA,5 Seasons,"Reality TV, LGBTQ Movies, Comedies",A hilarious story about family.
s3355,TV Show,Journey of Paradise,"Ravi Tanaka, James Yamamoto","Maria Brown, Noah Tanaka, Sofia Silva, Ahmed Kim",Japan,"April 01, 2009",2007,TV-14,4 Seasons,Crime TV Shows,A gripping story about love.
s3356,Movie,Detective of House,Ahmed García,"Martin Yamamoto, Aoi Rossi, Ingrid Silva, David Kim, Yuki Müller, Camila Kumar",United States,"July 19, 2019",2018,TV-MA,109 min,"Dramas, Anime Series, Romantic Movies",A heartwarming story about friendship.
s3357,Movie,Strange Revenge,Ingrid Patel,"Tom Andersen, Ravi Wang, Felipe Petit, Felipe López",United States,"November 04, 2024",2024,TV-MA,83 min,"Spanish-Language TV Shows, Documentaries, Classic Movies",A mysterious story about love.
s3358,Movie,Sacred Dream,Raj Andersen,"Isabella Kim, Felipe García, Camila Brown, Hiroshi Rossi, Lin Patel, Priya Müller","United Kingdom, Canada","February 05, 2008",2006,TV-14,97 min,"International Movies, Horror Movies, Music & Musicals",A hilarious story about survival.
s3359,Movie,The Forgotten House,Lin Smith,"David Johnson, Felipe Müller, Hiroshi Andersen, Priya Martinez",Nigeria,"August 02, 2018",2011,TV-MA,107 min,"TV Thrillers, Korean TV Shows",A mysterious story about survival.
s3360,Movie,Journey: Lost Story,Kwame Rodriguez,"Aoi Smith, Raj Kim, Noah Brown, Raj Okonkwo, Carlos Rodriguez, Amélie Müller, Chen Wang","United States, India","May 07, 2022",2022,TV-14,71 min,Classic Movies,A hilarious story about revenge.
s3361,Movie,Final Legend,Ravi Martinez,"Raj Wang, Tom Suzuki, Maria Okonkwo, Felipe Kim, Liam García, Aoi Andersen, Chen Silva, Ingrid Khan","Argentina, India","February 16, 2021",2021,TV-14,60 min,"Stand-Up Comedy, Sci-Fi & Fantasy, Children & Family Movies",A gripping story about love.
s3362,Movie,Empire of Light,Maria Petit,"Priya Patel, Felipe Kim, Emma Smith, Tom Suzuki, Lin Okonkwo, Sofia Kumar, Felipe Johnson, David López","France, United States","January 21, 2017",2013,TV-MA,45 min,Romantic Movies,A thrilling story about survival.
s3363,Movie,Dark Revenge,Liam Müller,"Raj Smith, Felipe Yamamoto, Chloé Martinez, Aoi Patel, Raj Nakamura, David Andersen, Diego Tanaka, Ravi Brown","Brazil, Argentina","January 08, 2024",2024,TV-Y,107 min,Comedies,A gripping story about revenge.
s3364,Movie,Perfect Game,Olivier Suzuki,"Emma Wang, Hiroshi Silva, Amélie Kumar, Chloé Silva",United States,"November 14, 2020",2020,TV-MA,103 min,"LGBTQ Movies, Reality TV",A mysterious story about revenge.
s3365,Movie,Legend of Revenge,Chen Petit,"Alice Khan, Martin Wang, James Martinez, Aoi Martinez, Diego García","United States, Canada, Mexico","December 18, 2023",2021,TV-14,62 min,"Docuseries, TV Comedies, Anime Series",A thrilling story about love.
s3366,Movie,Empire of Light,Priya Khan,"Emma Petit, Hiroshi López, Amélie Nakamura, Amélie García",United States,"August 30, 2024",2024,TV-Y7,81 min,"Anime Series, British TV Shows",A hilarious story about survival.
s3367,TV Show,Forgotten Story,,"Tom Patel, Chen Patel, Sofia Andersen, Lin Silva, Olivier Kim, Chloé Rossi",Mexico,"August 31, 2023",2023,TV-PG,9 Seasons,"Children & Family Movies, Docuseries, LGBTQ Movies",A hilarious story about adventure.
s3368,TV Show,Perfect House,,"Chen Nakamura, Ingrid Kim, Ahmed Petit, Martin Kumar, Emma Rossi, Tom Petit",Germany,"November 24, 2011",2005,R,2 Seasons,TV Thrillers,A mysterious story about love.
s3369,Movie,The Hidden Mountain,Raj Brown,"Priya Patel, Yuki Smith, Diego Rossi, James García, Felipe Tanaka, Maria Yamamoto, Hiroshi Yamamoto",China,"May 03, 2023",2023,TV-Y7,121 min,"LGBTQ Movies, Sports Movies",A heartwarming story about adventure.
s3370,Movie,The Silent Heart,Martin Patel,"Ingrid Johnson, Yuki Rossi, Amélie Patel","France, United States, Nigeria","February 01, 2021",2005,TV-MA,161 min,"Horror Movies, Dramas",A mysterious story about family.
s3371,Movie,The Wild Legend,Liam Tanaka,"Amélie Nakamura, Kwame Smith, Ahmed Smith, Chloé Wang, Maria Müller, Kwame Rodriguez, Tom Wang","Australia, United States","October 23, 2020",2007,TV-MA,107 min,Music & Musicals,A mysterious story about survival.
s3372,Movie,Legend: Strange Shadow,,"Alice Suzuki, Olivier Kim, Camila Rossi, Aoi Tanaka, Felipe Yamamoto, Ahmed Kim",Canada,"November 20, 2009",2002,TV-PG,108 min,"International TV Shows, Reality TV",A heartwarming story about survival.
s3373,TV Show,Legend of War,,"Fatima Khan, Olivier Rodriguez, David Johnson",Japan,"December 22, 2011",2009,TV-MA,2 Seasons,"Kids' TV, International Movies",A mysterious story about revenge.
s3374,TV Show,The Wild Stranger,"Sofia Patel, Carlos Andersen","Carlos Brown, Ravi Okonkwo, David Wang, Camila Wang",United States,"March 16, 2020",2020,TV-Y,1 Season,"Classic Movies, Romantic Movies, Action & Adventure",A gripping story about love.
s3375,Movie,Game: Secret Friend,Ravi Rossi,"Tom Nakamura, Felipe Kumar, James Patel, Emma Rodriguez, Ingrid Kim, Alice Okonkwo, Noah García, Noah Andersen",United Kingdom,"March 15, 2024",2006,TV-14,105 min,TV Horror,A mysterious story about love.
s3376,Movie,The Infinite Stranger,Liam García,"Diego Kumar, Maria Khan, Ravi Okonkwo, Noah Brown, Chen Rossi, Olivier Kumar, Felipe Rodriguez, Carlos Smith",United States,"June 26, 2023",2023,R,127 min,"LGBTQ Movies, Comedies",A gripping story about love.
s3377,Movie,Stranger: Lost Story,,"Alice Khan, Tom Tanaka, Kwame López, Hiroshi Yamamoto, Olivier Brown",United Kingdom,"March 10, 2016",2006,TV-PG,135 min,Documentaries,A thrilling story about love.
s3378,Movie,Story of Queen,Diego López,"Carlos García, Maria Okonkwo, Fatima Petit, Priya Wang, Martin Nakamura, Martin López",United States,"October 26, 2024",2024,TV-MA,97 min,Sports Movies,A hilarious story about adventure.
s3379,TV Show,The Dangerous House,Ravi Suzuki,"Ahmed Kim, Priya Khan, Ravi Rossi, Ahmed Smith, Fatima Silva, Diego Smith, James Khan, Felipe Tanaka",United States,"July 05, 2018",1999,TV-14,1 Season,"Classic Movies, International TV Shows",A thrilling story about adventure.
s3380,Movie,Story: Lost Light,Raj Patel,,"United Kingdom, India","April 20, 2021",2021,TV-MA,76 min,"Korean TV Shows, Documentaries",A gripping story about family.
s3381,Movie,City of House,Lin López,"Yuki Kim, Lin Nakamura, Raj Kim, Aoi Silva",United States,"January 19, 2023",2022,TV-14,145 min,Classic Movies,A thrilling story about family.
s3382,TV Show,The Deadly Revenge,Ahmed Wang,"Chloé Patel, Alice Tanaka, Priya Suzuki, Raj Müller, Sofia Tanaka, Yuki Suzuki, Liam Kumar, James Petit","Germany, United States","November 21, 2013",2008,TV-14,1 Season,"TV Action & Adventure, LGBTQ Movies, Crime TV Shows",A hilarious story about friendship.
s3383,Movie,Revenge: Midnight Witness,Emma Silva,"Carlos Rossi, Amélie Petit, Tom Petit, Amélie Tanaka",United States,"July 27, 2022",2022,TV-MA,75 min,Action & Adventure,A thrilling story about family.
s3384,Movie,The Infinite King,Isabella Wang,"James Kim, Olivier Kumar, Lin Smith, Olivier Brown, Alice Brown, Aoi García, Raj Johnson",United States,"February 04, 2024",2012,TV-14,102 min,Comedies,A mysterious story about family.
s3385,Movie,The Lost Heart,Diego Okonkwo,"Fatima Smith, Carlos Suzuki, Felipe Okonkwo, Chen Silva, Raj Nakamura, Aoi López",South Korea,"March 07, 2019",2019,TV-14,115 min,"TV Horror, Dramas, Classic Movies",A thrilling story about friendship.
s3386,Movie,Journey of Paradise,Martin García,"Ingrid Kim, Raj Smith, Emma Andersen, Felipe Brown",United States,"November 04, 2012",2006,PG-13,108 min,"Reality TV, British TV Shows",A hilarious story about revenge.
s3387,Movie,The Final Queen,Liam Smith,"Alice Nakamura, Kwame Rodriguez, Ahmed Khan, Ingrid Rodriguez, Ingrid Rossi, Ravi Johnson",Italy,"November 14, 2008",2004,TV-MA,108 min,International Movies,A thrilling story about adventure.
s3388,Movie,King of Family,Tom Nakamura,"Kwame Rodriguez, Fatima Andersen, Chloé Rodriguez, Diego Andersen, Sofia Khan, Tom Yamamoto, Isabella Yamamoto",France,"March 28, 2024",2007,TV-MA,105 min,Anime Series,A mysterious story about family.
s3389,Movie,Dream: Final Witness,Camila Okonkwo,"Olivier Andersen, Priya Tanaka, Martin López, Ahmed Nakamura, Carlos Tanaka, Felipe Kumar, Liam Wang, Amélie Silva",United States,"January 24, 2017",2015,TV-MA,115 min,TV Action & Adventure,A heartwarming story about love.
s3390,Movie,Paradise: Silent Friend,Chloé Johnson,"Sofia Suzuki, Amélie Silva, Martin García, Maria Yamamoto","United States, Turkey, Australia","December 07, 2019",2019,TV-14,131 min,Anime Series,A mysterious story about love.
s3391,TV Show,Legend: Perfect Stranger,,"Ravi Silva, Carlos Suzuki, Ingrid Andersen, Yuki Patel",United Kingdom,"November 02, 2022",2022,TV-MA,3 Seasons,"Stand-Up Comedy, TV Dramas",A thrilling story about survival.
s3392,TV Show,Golden Stranger,"Priya Brown, Fatima Khan","Aoi Silva, Yuki López, Felipe Martinez, Fatima Wang, Chloé Okonkwo",India,"September 07, 2021",2020,TV-MA,1 Season,"Thrillers, British TV Shows",A gripping story about adventure.
s3393,Movie,Light of Fire,Felipe Yamamoto,"Priya Andersen, Diego Martinez, Raj Khan, Alice Nakamura, Isabella García, David Andersen, Chen López, Sofia García","Mexico, United States","February 07, 2024",2024,TV-Y7,153 min,"TV Horror, Stand-Up Comedy, Classic Movies",A gripping story about friendship.
s3394,Movie,War: Final Mother,Felipe Müller,"Noah Andersen, Emma Smith, Raj Kim, Martin Silva, Priya Okonkwo, Olivier Tanaka, Felipe García",United States,"March 30, 2019",2018,TV-14,99 min,"Sports Movies, TV Comedies, Horror Movies",A heartwarming story about love.
s3395,Movie,Dream of Friend,Hiroshi Rossi,"Amélie Martinez, Amélie Müller, Raj Kim, Hiroshi Yamamoto, Camila García, Aoi García",United States,"September 23, 2024",2024,TV-G,82 min,"International Movies, Action & Adventure, Korean TV Shows",A mysterious story about survival.
s3396,TV Show,Dark City,,"David López, Aoi Kumar, Hiroshi Yamamoto, Felipe Andersen, Aoi Rodriguez, Liam Tanaka",India,"June 03, 2024",2024,TV-MA,1 Season,"Sports Movies, LGBTQ Movies",A thrilling story about survival.
s3397,Movie,The Sacred Friend,Felipe Kumar,"Chen García, David Martinez, Liam Kumar, Amélie Nakamura, Chen Brown, Amélie Kim, Priya Brown",Japan,"August 08, 2018",2013,TV-MA,153 min,"Crime TV Shows, Spanish-Language TV Shows",A hilarious story about friendship.
s3398,Movie,The Last Stranger,Martin Okonkwo,"Ahmed Suzuki, Ingrid Nakamura, Kwame Silva, Fatima Rodriguez, Isabella Rodriguez, Martin Rodriguez, Noah Martinez",Japan,"December 28, 2017",2017,TV-MA,120 min,TV Thrillers,A gripping story about family.
s3399,TV Show,Mother: Golden House,Fatima Kumar,"Alice Tanaka, Aoi Petit, Tom Nakamura, Amélie Nakamura, Lin Rossi, Raj Khan, Ravi Rossi, Diego Brown",United States,"July 08, 2010",2010,TV-14,3 Seasons,"Romantic Movies, British TV Shows, TV Dramas",A hilarious story about love.
s3400,Movie,Light of Ocean,Kwame Johnson,"Ravi Patel, Ravi Martinez, Chloé García",United States,"October 07, 2014",2010,TV-14,108 min,"British TV Shows, TV Thrillers",A thrilling story about revenge.
s3401,Movie,The Midnight Friend,Kwame Smith,"Carlos Suzuki, Olivier Silva, David Petit, Noah Yamamoto",South Korea,"September 05, 2024",2024,TV-14,91 min,"Classic Movies, Anime Series, TV Comedies",A hilarious story about adventure.
s3402,Movie,Shadow of Mountain,Alice Wang,"Chloé Nakamura, Lin Brown, Raj García, Tom Brown, Maria Patel, Chloé Kim, Noah Nakamura","United States, Mexico, South Korea","June 03, 2022",2022,R,133 min,"Crime TV Shows, Sci-Fi & Fantasy",A hilarious story about family.
s3403,Movie,Deadly Stranger,Alice Kim,"David Tanaka, Olivier Petit, Sofia Kumar, David Nakamura, Emma Patel, Aoi Kim, Kwame Silva, Lin Yamamoto",Australia,"December 21, 2017",2017,TV-14,64 min,"Romantic Movies, Classic Movies, Stand-Up Comedy",A hilarious story about friendship.
