id_transaction,date,id_client,id_produit,nom_produit,categorie,quantite,prix_unitaire,montant_total,region,mode_paiement,statut
T00985,2024-11-25,C0090,P006,Tapis de yoga,Sport,2,34.9,69.8,Grand Est,Carte bancaire,En cours
T00986,2024-12-15,C0291,P006,Tapis de yoga,Sport,1,39.94,39.94,PACA,Carte bancaire,Livrée
T00987,2024-07-11,C0153,P003,Pull laine merinos,Vêtements,1,88.68,88.68,Île-de-France,PayPal,Livrée
T00988,2024-11-01,C0118,P006,Tapis de yoga,Sport,1,37.79,37.79,Île-de-France,Carte bancaire,Livrée
T00989,2024-10-16,C0086,P002,Jeans slim,Vêtements,1,55.69,55.69,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00990,2024-04-15,C0262,P009,Câble USB-C,Électronique,1,13.0,13.0,Hauts-de-France,Carte bancaire,Livrée
T00991,2024-03-09,C0148,P015,Rouge à lèvres,Beauté,3,19.5,58.5,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00992,2024-06-13,C0288,P005,Ballon de foot,Sport,2,29.38,58.76,Occitanie,Carte bancaire,Livrée
T00993,2024-01-27,C0242,P013,Crème hydratante,Beauté,1,34.81,34.81,Bretagne,PayPal,Livrée
T00994,2024-10-21,C0055,P014,Parfum floral,Beauté,1,67.71,67.71,PACA,Carte bancaire,Livrée
T00995,2024-02-03,C0268,P006,Tapis de yoga,Sport,1,36.5,36.5,Occitanie,Carte bancaire,Livrée
T00996,2024-05-30,C0049,P013,Crème hydratante,Beauté,1,36.44,36.44,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00997,2024-08-11,C0086,P011,Roman policier,Livres,1,22.46,22.46,Île-de-France,PayPal,Livrée
T00998,2024-07-16,C0117,P002,Jeans slim,Vêtements,1,58.6,58.6,PACA,Carte bancaire,Livrée
T00999,2024-12-17,C0250,P009,Câble USB-C,Électronique,1,14.97,14.97,Hauts-de-France,Carte bancaire,Livrée
T01000,2024-05-18,C0015,P009,Câble USB-C,Électronique,1,14.35,14.35,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01001,2024-05-16,C0113,P006,Tapis de yoga,Sport,1,37.32,37.32,Île-de-France,Carte bancaire,Livrée
T01002,2024-03-01,C0048,P008,Enceinte portable,Électronique,1,73.99,73.99,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01003,2024-03-24,C0073,P010,Livre cuisine italienne,Livres,1,28.72,28.72,Grand Est,Carte bancaire,Livrée
T01004,2024-11-15,C0101,P014,Parfum floral,Beauté,1,64.86,64.86,PACA,Carte bancaire,Livrée
T01005,2024-01-11,C0012,P002,Jeans slim,Vêtements,1,65.69,65.69,Occitanie,Carte bancaire,Livrée
T01006,2024-07-06,C0007,P007,Casque Bluetooth,Électronique,1,130.76,130.76,PACA,Carte bancaire,Livrée
T01007,2024-04-27,C0275,P014,Parfum floral,Beauté,1,67.09,67.09,Auvergne-Rhône-Alpes,Chèque cadeau,Livrée
T01008,2024-09-02,C0069,P008,Enceinte portable,Électronique,4,71.3,285.2,Occitanie,PayPal,Livrée
T01009,2024-03-31,C0235,P015,Rouge à lèvres,Beauté,1,19.97,19.97,Occitanie,Carte bancaire,Retournée
T01010,2024-08-04,C0202,P015,Rouge à lèvres,Beauté,3,22.18,66.54,Grand Est,Virement,Livrée
T01011,2024-11-07,C0255,P005,Ballon de foot,Sport,3,28.57,85.71,Île-de-France,Carte bancaire,Livrée
T01012,2024-12-03,C0123,P001,T-shirt coton bio,Vêtements,1,25.4,25.4,Île-de-France,Carte bancaire,Livrée
T01013,2024-07-21,C0248,P004,Chaussures running,Sport,1,118.59,118.59,Hauts-de-France,Carte bancaire,Livrée
T01014,2024-05-24,C0233,P010,Livre cuisine italienne,Livres,1,27.82,27.82,Pays de la Loire,Carte bancaire,Livrée
T01015,2024-02-10,C0212,P001,T-shirt coton bio,Vêtements,1,23.35,23.35,Occitanie,Carte bancaire,Livrée
T01016,2024-11-14,C0107,P008,Enceinte portable,Électronique,1,82.68,82.68,Hauts-de-France,Carte bancaire,Livrée
T01017,2024-08-08,C0010,P013,Crème hydratante,Beauté,1,36.1,36.1,Nouvelle-Aquitaine,Virement,Livrée
T01018,2024-03-09,C0203,P014,Parfum floral,Beauté,2,68.96,137.92,Nouvelle-Aquitaine,PayPal,Livrée
T01019,2024-11-04,C0062,P006,Tapis de yoga,Sport,1,38.9,38.9,Occitanie,Carte bancaire,Livrée
T01020,2024-02-06,C0047,P003,Pull laine merinos,Vêtements,3,80.57,241.71,Île-de-France,Carte bancaire,Retournée
T01021,2024-12-08,C0165,P014,Parfum floral,Beauté,2,72.59,145.18,Île-de-France,Carte bancaire,Livrée
T01022,2024-10-03,C0169,P004,Chaussures running,Sport,1,119.17,119.17,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01023,2024-07-11,C0152,P004,Chaussures running,Sport,1,117.31,117.31,Île-de-France,Carte bancaire,Livrée
T01024,2024-03-04,C0022,P008,Enceinte portable,Électronique,1,79.42,79.42,Grand Est,Carte bancaire,Livrée
T01025,2024-12-25,C0287,P014,Parfum floral,Beauté,2,69.72,139.44,Île-de-France,Carte bancaire,Livrée
T01026,2024-07-07,C0046,P013,Crème hydratante,Beauté,1,32.55,32.55,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01027,2024-11-01,C0268,P003,Pull laine merinos,Vêtements,1,72.88,72.88,Île-de-France,Carte bancaire,Livrée
T01028,2024-07-29,C0246,P012,BD jeunesse,Livres,1,15.4,15.4,Hauts-de-France,Carte bancaire,Livrée
T01029,2024-07-06,C0210,P010,Livre cuisine italienne,Livres,1,28.77,28.77,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01030,2024-11-09,C0192,P013,Crème hydratante,Beauté,2,35.17,70.34,PACA,Carte bancaire,Livrée
T01031,2024-08-06,C0015,P003,Pull laine merinos,Vêtements,1,83.11,83.11,Bretagne,Carte bancaire,Livrée
T01032,2024-05-28,C0117,P001,T-shirt coton bio,Vêtements,1,22.63,22.63,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01033,2024-11-12,C0232,P011,Roman policier,Livres,1,19.79,19.79,Île-de-France,PayPal,Livrée
T01034,2024-04-10,C0106,P008,Enceinte portable,Électronique,1,81.42,81.42,Île-de-France,Carte bancaire,Livrée
T01035,2024-07-09,C0279,P007,Casque Bluetooth,Électronique,2,135.47,270.94,PACA,PayPal,Livrée
T01036,2024-05-19,C0262,P009,Câble USB-C,Électronique,1,15.04,15.04,Île-de-France,Carte bancaire,Livrée
T01037,2024-05-04,C0023,P011,Roman policier,Livres,1,21.47,21.47,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01038,2024-06-22,C0255,P001,T-shirt coton bio,Vêtements,1,24.55,24.55,Auvergne-Rhône-Alpes,PayPal,Livrée
T01039,2024-02-03,C0191,P003,Pull laine merinos,Vêtements,1,73.7,73.7,Pays de la Loire,Carte bancaire,En cours
T01040,2024-01-03,C0046,P010,Livre cuisine italienne,Livres,1,26.37,26.37,Île-de-France,Carte bancaire,Livrée
T01041,2024-09-02,C0209,P002,Jeans slim,Vêtements,1,63.0,63.0,Bretagne,Virement,Livrée
T01042,2024-10-06,C0277,P007,Casque Bluetooth,Électronique,1,156.99,156.99,Île-de-France,Chèque cadeau,Livrée
T01043,2024-02-24,C0296,P013,Crème hydratante,Beauté,1,33.78,33.78,PACA,PayPal,Livrée
T01044,2024-02-03,C0161,P012,BD jeunesse,Livres,1,15.67,15.67,Hauts-de-France,Carte bancaire,Livrée
T01045,2024-03-14,C0096,P012,BD jeunesse,Livres,1,16.67,16.67,,Carte bancaire,Annulée
T01046,2024-03-18,C0251,P015,Rouge à lèvres,Beauté,1,21.62,21.62,Île-de-France,Carte bancaire,Livrée
T01047,2024-05-12,C0050,P005,Ballon de foot,Sport,1,27.89,27.89,Auvergne-Rhône-Alpes,Carte bancaire,En cours
T01048,2024-04-12,C0100,P014,Parfum floral,Beauté,1,69.96,69.96,Hauts-de-France,Carte bancaire,En cours
T01049,2024-04-15,C0164,P001,T-shirt coton bio,Vêtements,2,22.1,44.2,Occitanie,Carte bancaire,Livrée
T01050,2024-05-27,C0183,P014,Parfum floral,Beauté,1,71.4,71.4,PACA,PayPal,Livrée
T01051,2024-04-25,C0056,P011,Roman policier,Livres,1,21.79,21.79,Nouvelle-Aquitaine,PayPal,Livrée
T01052,2024-03-15,C0077,P013,Crème hydratante,Beauté,1,33.8,33.8,Occitanie,Carte bancaire,Livrée
T01053,2024-05-15,C0083,P001,T-shirt coton bio,Vêtements,1,23.69,23.69,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01054,2024-09-11,C0198,P006,Tapis de yoga,Sport,1,37.91,37.91,Bretagne,Carte bancaire,En cours
T01055,2024-05-29,C0211,P009,Câble USB-C,Électronique,1,12.81,12.81,Auvergne-Rhône-Alpes,Chèque cadeau,Livrée
T01056,2024-04-12,C0234,P012,BD jeunesse,Livres,1,17.91,17.91,Bretagne,Virement,Livrée
T01057,2024-02-24,C0176,P004,Chaussures running,Sport,1,112.45,112.45,Bretagne,Carte bancaire,Livrée
T01058,2024-03-02,C0093,P008,Enceinte portable,Électronique,1,76.59,76.59,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01059,2024-11-07,C0281,P009,Câble USB-C,Électronique,1,15.58,15.58,Île-de-France,Carte bancaire,Livrée
T01060,2024-02-04,C0059,P003,Pull laine merinos,Vêtements,3,73.15,219.45,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01061,2024-02-24,C0106,P012,BD jeunesse,Livres,3,16.9,50.7,Auvergne-Rhône-Alpes,Carte bancaire,Retournée
T01062,2024-09-27,C0199,P015,Rouge à lèvres,Beauté,1,18.94,18.94,Grand Est,Carte bancaire,Livrée
T01063,2024-06-20,C0218,P013,Crème hydratante,Beauté,1,35.85,35.85,Bretagne,PayPal,Livrée
T01064,2024-01-29,C0058,P014,Parfum floral,Beauté,1,77.87,77.87,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01065,2024-08-08,C0181,P005,Ballon de foot,Sport,1,26.23,26.23,Île-de-France,Virement,Livrée
T01066,2024-10-25,C0131,P006,Tapis de yoga,Sport,1,34.76,34.76,Île-de-France,Carte bancaire,En cours
T01067,2024-02-20,C0242,P002,Jeans slim,Vêtements,1,60.02,60.02,PACA,Carte bancaire,Livrée
T01068,2024-02-27,C0120,P001,T-shirt coton bio,Vêtements,1,24.77,24.77,Pays de la Loire,Carte bancaire,En cours
T01069,2024-06-17,C0222,P004,Chaussures running,Sport,1,106.04,106.04,,Carte bancaire,Livrée
T01070,2024-10-10,C0154,P010,Livre cuisine italienne,Livres,2,28.56,57.12,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01071,2024-04-26,C0154,P003,Pull laine merinos,Vêtements,1,81.95,81.95,Nouvelle-Aquitaine,PayPal,En cours
T01072,2024-06-08,C0043,P012,BD jeunesse,Livres,1,17.01,17.01,,PayPal,Livrée
T01073,2024-06-06,C0025,P003,Pull laine merinos,Vêtements,1,80.96,80.96,Bretagne,PayPal,Livrée
T01074,2024-07-09,C0157,P012,BD jeunesse,Livres,1,17.12,17.12,Grand Est,Carte bancaire,Livrée
T01075,2024-01-13,C0013,P002,Jeans slim,Vêtements,1,60.95,60.95,Occitanie,Carte bancaire,Livrée
T01076,2024-10-19,C0143,P004,Chaussures running,Sport,2,122.78,245.56,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01077,2024-06-03,C0076,P004,Chaussures running,Sport,2,103.25,206.5,Hauts-de-France,Carte bancaire,Livrée
T01078,2024-07-04,C0153,P006,Tapis de yoga,Sport,1,41.23,41.23,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01079,2024-09-20,C0155,P002,Jeans slim,Vêtements,1,59.65,59.65,Île-de-France,Carte bancaire,Annulée
T01080,2024-05-13,C0021,P002,Jeans slim,Vêtements,1,64.29,64.29,Île-de-France,Carte bancaire,Livrée
T01081,2024-10-01,C0051,P003,Pull laine merinos,Vêtements,1,83.22,83.22,Île-de-France,PayPal,Livrée
T01082,2024-09-26,C0056,P007,Casque Bluetooth,Électronique,1,131.46,131.46,Hauts-de-France,Carte bancaire,Livrée
T01083,2024-04-26,C0063,P011,Roman policier,Livres,1,21.6,21.6,PACA,Carte bancaire,Livrée
T01084,2024-02-25,C0260,P003,Pull laine merinos,Vêtements,1,82.64,82.64,Île-de-France,Carte bancaire,Livrée
T01085,2024-09-29,C0253,P011,Roman policier,Livres,1,20.01,20.01,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01086,2024-06-22,C0265,P003,Pull laine merinos,VÊTEMENTS,1,84.88,84.88,Hauts-de-France,Carte bancaire,Livrée
T01087,2024-09-14,C0274,P009,Câble USB-C,Électronique,1,15.41,15.41,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01088,2024-01-06,C0114,P002,Jeans slim,Vêtements,1,68.23,68.23,Nouvelle-Aquitaine,PayPal,Livrée
T01089,2024-02-25,C0018,P012,BD jeunesse,Livres,2,17.94,35.88,Hauts-de-France,Carte bancaire,En cours
T01090,2024-01-04,C0242,P013,Crème hydratante,Beauté,1,30.09,30.09,Île-de-France,PayPal,Livrée
T01091,2024-10-30,C0120,P002,Jeans slim,Vêtements,1,57.87,57.87,Île-de-France,PayPal,Livrée
T01092,2024-10-20,C0052,P010,Livre cuisine italienne,Livres,1,26.86,26.86,Île-de-France,Carte bancaire,Livrée
T01093,2024-04-10,C0271,P015,Rouge à lèvres,Beauté,3,19.47,58.41,Pays de la Loire,Carte bancaire,Livrée
T01094,2024-01-04,C0251,P005,Ballon de foot,Sport,1,26.75,26.75,Île-de-France,Chèque cadeau,Livrée
T01095,2024-03-23,C0128,P007,Casque Bluetooth,Électronique,1,142.55,142.55,Nouvelle-Aquitaine,PayPal,Livrée
T01096,2024-08-03,C0107,P013,Crème hydratante,Beauté,2,31.24,62.48,PACA,PayPal,Livrée
T01097,2024-12-22,C0060,P015,Rouge à lèvres,Beauté,2,19.26,38.52,Île-de-France,Carte bancaire,Livrée
T01098,2024-05-22,C0202,P003,Pull laine merinos,Vêtements,1,82.85,82.85,Pays de la Loire,PayPal,Livrée
T01099,2024-03-11,C0205,P014,Parfum floral,Beauté,1,64.37,64.37,PACA,Carte bancaire,Livrée
T01100,2024-02-20,C0093,P006,Tapis de yoga,Sport,2,38.34,76.68,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01101,2024-01-01,C0091,P006,Tapis de yoga,Sport,1,37.17,37.17,Occitanie,Carte bancaire,Annulée
T01102,2024-07-02,C0192,P012,BD jeunesse,Livres,2,16.44,32.88,Hauts-de-France,Carte bancaire,Livrée
T01103,2024-04-17,C0221,P015,Rouge à lèvres,Beauté,1,19.39,19.39,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01104,2024-12-21,C0299,P001,T-shirt coton bio,Vêtements,2,23.39,46.78,Hauts-de-France,Carte bancaire,Annulée
T01105,2024-01-11,C0169,P006,Tapis de yoga,Sport,1,41.54,41.54,PACA,Chèque cadeau,Livrée
T01106,2024-03-13,C0081,P013,Crème hydratante,Beauté,1,30.62,30.62,Pays de la Loire,Carte bancaire,Livrée
T01107,2024-03-23,C0070,P015,Rouge à lèvres,Beauté,1,19.61,19.61,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01108,2024-09-18,C0078,P003,Pull laine merinos,Vêtements,2,80.49,160.98,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01109,2024-05-05,C0184,P011,Roman policier,Livres,1,22.87,22.87,Hauts-de-France,PayPal,Retournée
T01110,2024-01-08,C0027,P010,Livre cuisine italienne,Livres,1,25.86,25.86,Nouvelle-Aquitaine,Carte bancaire,En cours
T01111,2024-09-04,C0083,P012,BD jeunesse,Livres,1,17.67,17.67,Pays de la Loire,Carte bancaire,Livrée
T01112,2024-08-30,C0175,P009,Câble USB-C,Électronique,2,13.58,27.16,PACA,PayPal,Livrée
T01113,2024-04-04,C0291,P015,Rouge à lèvres,Beauté,1,19.01,19.01,Grand Est,Carte bancaire,Livrée
T01114,2024-11-08,C0231,P014,Parfum floral,BEAUTÉ,1,77.47,77.47,Hauts-de-France,Carte bancaire,Livrée
T01115,2024-10-11,C0214,P012,BD jeunesse,Livres,1,16.45,16.45,Île-de-France,Carte bancaire,Livrée
T01116,2024-05-06,C0299,P008,Enceinte portable,Électronique,1,70.71,70.71,Auvergne-Rhône-Alpes,PayPal,Livrée
T01117,2024-01-19,C0181,P005,Ballon de foot,Sport,1,26.95,26.95,Île-de-France,,Annulée
T01118,2024-06-28,C0071,P005,Ballon de foot,Sport,186,31.25,5812.5,Hauts-de-France,Carte bancaire,Livrée
T01119,2024-08-11,C0175,P014,Parfum floral,Beauté,3,77.5,232.5,Grand Est,Carte bancaire,Annulée
T01120,2024-10-01,C0126,P015,Rouge à lèvres,Beauté,1,18.84,18.84,PACA,Virement,Livrée
T01121,2024-06-16,C0114,P015,Rouge à lèvres,Beauté,1,20.77,20.77,Hauts-de-France,PayPal,Livrée
T01122,2024-11-18,C0187,P007,Casque Bluetooth,Électronique,3,145.27,435.81,Île-de-France,Carte bancaire,Livrée
T01123,2024-03-05,C0115,P013,Crème hydratante,Beauté,160,35.96,5753.6,Pays de la Loire,Carte bancaire,Livrée
T01124,2024-06-17,C0093,P010,Livre cuisine italienne,Livres,1,28.1,28.1,Grand Est,Carte bancaire,Annulée
T01125,2024-01-14,C0095,P008,Enceinte portable,Électronique,2,68.74,137.48,Île-de-France,Carte bancaire,Livrée
T01126,2024-12-22,C0144,P004,Chaussures running,Sport,1,114.3,114.3,PACA,Carte bancaire,Retournée
T01127,2024-02-10,C0065,P003,Pull laine merinos,Vêtements,3,88.68,266.04,Hauts-de-France,Carte bancaire,Livrée
T01128,2024-06-02,C0020,P014,Parfum floral,Beauté,2,75.71,151.42,Hauts-de-France,Carte bancaire,Livrée
T01129,2024-11-05,C0075,P009,Câble USB-C,Électronique,1,13.12,13.12,Grand Est,PayPal,Livrée
T01130,2024-10-04,C0122,P005,Ballon de foot,Sport,1,29.03,29.03,Bretagne,Virement,Livrée
T01131,2024-04-16,C0165,P006,Tapis de yoga,Sport,1,41.18,41.18,Bretagne,Carte bancaire,Livrée
T01132,2024-11-16,C0206,P013,Crème hydratante,Beauté,4,30.27,121.08,,Carte bancaire,Livrée
T01133,2024-08-28,C0222,P010,Livre cuisine italienne,LIVRES,1,28.69,28.69,Grand Est,Virement,Livrée
T01134,2024-05-09,C0073,P003,Pull laine merinos,Vêtements,2,80.7,161.4,PACA,Carte bancaire,Livrée
T01135,2024-03-10,C0283,P014,Parfum floral,Beauté,1,72.51,72.51,Île-de-France,PayPal,Livrée
T01136,2024-03-31,C0108,P004,Chaussures running,Sport,1,122.65,122.65,Île-de-France,PayPal,Livrée
T01137,2024-12-20,C0039,P008,Enceinte portable,Électronique,1,78.84,78.84,Hauts-de-France,Carte bancaire,Livrée
T01138,2024-05-27,C0007,P010,Livre cuisine italienne,LIVRES,1,26.14,26.14,Île-de-France,Carte bancaire,Annulée
T01139,2024-08-04,C0283,P011,Roman policier,Livres,1,19.99,19.99,,Carte bancaire,Livrée
T01140,2024-08-23,C0085,P004,Chaussures running,Sport,1,111.3,111.3,Auvergne-Rhône-Alpes,PayPal,Retournée
T01141,2024-11-20,C0175,P005,Ballon de foot,Sport,1,29.69,29.69,PACA,Virement,Livrée
T01142,2024-01-08,C0143,P001,T-shirt coton bio,Vêtements,1,24.61,24.61,Hauts-de-France,Carte bancaire,Livrée
T01143,2024-05-31,C0295,P014,Parfum floral,Beauté,2,69.74,139.48,Occitanie,PayPal,Livrée
T01144,2024-07-12,C0045,P001,T-shirt coton bio,Vêtements,1,24.47,24.47,Île-de-France,,Livrée
T01145,2024-09-23,C0273,P002,Jeans slim,Vêtements,1,63.37,63.37,Île-de-France,PayPal,Livrée
T01146,2024-09-24,C0129,P013,Crème hydratante,Beauté,1,30.1,30.1,PACA,Carte bancaire,Livrée
T01147,2024-01-30,C0294,P011,Roman policier,Livres,1,22.71,22.71,Occitanie,Carte bancaire,Livrée
T01148,2024-03-06,C0155,P001,T-shirt coton bio,Vêtements,1,22.33,22.33,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01149,2024-06-27,C0289,P015,Rouge à lèvres,Beauté,1,20.01,20.01,Auvergne-Rhône-Alpes,,Livrée
T01150,2024-02-16,C0201,P002,Jeans slim,Vêtements,1,62.0,62.0,,Carte bancaire,Livrée
T01151,2024-05-19,C0033,P014,Parfum floral,Beauté,1,69.74,69.74,Hauts-de-France,Carte bancaire,Livrée
T01152,2024-03-27,C0147,P009,Câble USB-C,Électronique,1,13.69,13.69,Bretagne,Carte bancaire,Livrée
T01153,2024-08-21,C0116,P004,Chaussures running,Sport,1,125.22,125.22,Île-de-France,Carte bancaire,En cours
T01154,2024-07-14,C0251,P008,Enceinte portable,Électronique,2,79.77,159.54,Bretagne,Carte bancaire,Livrée
T01155,2024-10-17,C0273,P002,Jeans slim,Vêtements,1,66.34,66.34,Nouvelle-Aquitaine,Virement,Livrée
T01156,2024-03-21,C0107,P013,Crème hydratante,Beauté,3,29.91,89.73,PACA,Carte bancaire,Retournée
T01157,2024-09-24,C0197,P010,Livre cuisine italienne,Livres,1,24.84,24.84,Pays de la Loire,Carte bancaire,Livrée
T01158,2024-08-08,C0189,P014,Parfum floral,BEAUTÉ,1,72.51,72.51,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01159,2024-07-08,C0261,P007,Casque Bluetooth,Électronique,1,135.17,135.17,Grand Est,Virement,Livrée
T01160,2024-07-23,C0126,P013,Crème hydratante,Beauté,1,32.31,32.31,PACA,Carte bancaire,En cours
T01161,2024-12-06,C0093,P015,Rouge à lèvres,Beauté,1,21.17,21.17,Hauts-de-France,Carte bancaire,Livrée
T01162,2024-08-11,C0012,P004,Chaussures running,Sport,1,112.04,112.04,PACA,Carte bancaire,Livrée
T01163,2024-11-20,C0031,P011,Roman policier,Livres,1,22.82,22.82,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01164,2024-01-25,C0140,P013,Crème hydratante,Beauté,1,35.17,35.17,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01165,2024-01-27,C0226,P004,Chaussures running,Sport,1,119.32,119.32,Nouvelle-Aquitaine,PayPal,Livrée
T01166,2024-08-25,C0126,P011,Roman policier,Livres,1,21.41,21.41,Occitanie,Carte bancaire,Livrée
T01167,2024-07-31,C0243,P007,Casque Bluetooth,Électronique,1,145.83,145.83,Nouvelle-Aquitaine,Carte bancaire,En cours
T01168,2024-01-29,C0078,P011,Roman policier,Livres,1,18.86,18.86,Île-de-France,Carte bancaire,Retournée
T01169,2024-05-05,C0178,P006,Tapis de yoga,Sport,4,34.86,139.44,Île-de-France,Carte bancaire,En cours
T01170,2024-10-16,C0031,P004,Chaussures running,Sport,3,105.49,316.47,Hauts-de-France,Carte bancaire,Livrée
T01171,2024-08-13,C0158,P001,T-shirt coton bio,Vêtements,1,23.35,23.35,Île-de-France,Carte bancaire,Livrée
T01172,2024-08-05,C0011,P010,Livre cuisine italienne,Livres,1,28.0,28.0,Île-de-France,Carte bancaire,Annulée
T01173,2024-12-10,C0253,P011,Roman policier,Livres,1,21.99,21.99,PACA,Carte bancaire,Livrée
T01174,2024-11-04,C0293,P014,Parfum floral,Beauté,1,67.66,67.66,Hauts-de-France,PayPal,Livrée
T01175,2024-05-08,C0161,P013,Crème hydratante,Beauté,1,35.12,35.12,Occitanie,Carte bancaire,En cours
T01176,2024-05-17,C0231,P003,Pull laine merinos,Vêtements,1,74.06,74.06,Grand Est,Carte bancaire,Livrée
T01177,2024-03-11,C0225,P003,Pull laine merinos,Vêtements,1,88.93,88.93,Grand Est,Carte bancaire,Livrée
T01178,2024-03-15,C0176,P004,Chaussures running,Sport,1,123.28,123.28,Hauts-de-France,PayPal,Livrée
T01179,2024-02-24,C0076,P014,Parfum floral,Beauté,2,75.66,151.32,PACA,PayPal,Livrée
T01180,2024-06-10,C0138,P012,BD jeunesse,Livres,1,18.17,18.17,Nouvelle-Aquitaine,Carte bancaire,En cours
T01181,2024-02-29,C0010,P007,Casque Bluetooth,Électronique,1,127.57,127.57,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01182,2024-04-20,C0013,P010,Livre cuisine italienne,Livres,1,27.33,27.33,Île-de-France,Virement,En cours
T01183,2024-05-19,C0185,P003,Pull laine merinos,Vêtements,1,84.44,84.44,PACA,Carte bancaire,Annulée
T01184,2024-07-23,C0014,P006,Tapis de yoga,Sport,1,35.1,35.1,Nouvelle-Aquitaine,PayPal,Livrée
T01185,2024-09-30,C0121,P008,Enceinte portable,Électronique,1,80.34,80.34,Île-de-France,Carte bancaire,Livrée
T01186,2024-08-07,C0168,P006,Tapis de yoga,Sport,1,40.78,40.78,Grand Est,Carte bancaire,Livrée
T01187,2024-04-03,C0288,P006,Tapis de yoga,Sport,5,38.63,193.15,Île-de-France,PayPal,Livrée
T01188,2024-12-31,C0248,P009,Câble USB-C,ÉLECTRONIQUE,1,13.99,13.99,Île-de-France,PayPal,Livrée
T01189,2024-07-08,C0029,P009,Câble USB-C,Électronique,1,12.98,12.98,Île-de-France,Virement,Livrée
T01190,2024-07-11,C0016,P014,Parfum floral,Beauté,1,77.09,77.09,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01191,2024-08-08,C0153,P010,Livre cuisine italienne,Livres,2,28.84,57.68,Île-de-France,Carte bancaire,En cours
T01192,2024-01-15,C0024,P007,Casque Bluetooth,Électronique,1,134.69,134.69,Occitanie,PayPal,Livrée
T01193,2024-08-01,C0083,P008,Enceinte portable,Électronique,1,77.01,77.01,PACA,PayPal,Annulée
T01194,2024-06-20,C0009,P015,Rouge à lèvres,Beauté,2,22.69,45.38,Hauts-de-France,Carte bancaire,Livrée
T01195,2024-07-14,C0259,P008,Enceinte portable,Électronique,2,69.83,139.66,PACA,Carte bancaire,Livrée
T01196,2024-08-03,C0281,P002,Jeans slim,Vêtements,3,57.41,172.23,PACA,Carte bancaire,Annulée
T01197,2024-11-10,C0047,P008,Enceinte portable,Électronique,2,71.02,142.04,Bretagne,Carte bancaire,En cours
T01198,2024-03-05,C0124,P008,Enceinte portable,Électronique,1,68.39,68.39,PACA,Carte bancaire,Livrée
T01199,2024-01-31,C0196,P008,Enceinte portable,Électronique,1,69.75,69.75,Grand Est,Carte bancaire,Livrée
T01200,2024-08-03,C0079,P001,T-shirt coton bio,Vêtements,3,26.21,78.63,Île-de-France,PayPal,Livrée
T01201,2024-04-06,C0260,P011,Roman policier,Livres,1,19.13,19.13,PACA,Carte bancaire,Livrée
T01202,2024-01-18,C0179,P006,Tapis de yoga,Sport,1,41.75,41.75,Hauts-de-France,Carte bancaire,Livrée
T01203,2024-07-10,C0284,P007,Casque Bluetooth,Électronique,1,153.43,153.43,Pays de la Loire,Carte bancaire,Livrée
T01204,2024-05-12,C0153,P008,Enceinte portable,Électronique,1,75.14,75.14,Occitanie,Carte bancaire,Livrée
T01205,2024-06-13,C0129,P007,Casque Bluetooth,Électronique,3,133.33,399.99,Hauts-de-France,Carte bancaire,Livrée
T01206,2024-11-15,C0008,P008,Enceinte portable,Électronique,1,74.58,74.58,PACA,Carte bancaire,Livrée
T01207,2024-08-16,C0170,P004,Chaussures running,Sport,1,115.26,115.26,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01208,2024-12-07,C0021,P012,BD jeunesse,Livres,4,16.91,67.64,PACA,PayPal,Livrée
T01209,2024-08-29,C0111,P011,Roman policier,Livres,1,21.0,21.0,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01210,2024-06-18,C0026,P015,Rouge à lèvres,Beauté,1,22.41,22.41,Hauts-de-France,PayPal,Livrée
