id_client,anciennete_jours,nb_commandes_total,montant_total_eur,panier_moyen_eur,jours_depuis_derniere_cmd,nb_categories_achetees,taux_retour_pct,nb_avis_laisses,note_moyenne_donnee
D00893,1440,7,436.33,15.0,239,2,10.07,2,3.46
F01445,845,23,670.98,71.55,112,7,0.31,9,3.83
F00168,531,14,692.54,68.85,36,6,6.82,8,3.89
R00573,219,4,134.17,22.42,383,3,39.38,0,3.15
D00739,505,13,358.82,82.34,606,2,15.2,4,4.06
C00422,988,81,2649.45,118.44,9,11,7.4,20,4.34
C00124,1298,88,3709.25,120.78,21,13,9.67,21,4.44
D01163,1111,14,498.22,45.16,440,4,18.98,4,2.7
P00529,142,3,201.88,54.02,13,4,16.01,4,3.46
F00220,1398,13,306.52,83.98,62,7,13.65,0,4.44
F00804,349,18,722.49,47.43,96,7,12.64,6,3.69
F00783,513,17,472.72,85.09,82,6,7.09,7,3.91
P00049,116,6,182.88,28.8,21,2,5.67,0,3.47
F00976,1213,12,552.02,68.94,83,6,2.71,5,4.09
F01039,1341,13,731.77,70.1,108,5,14.98,2,3.8
F01196,748,23,625.72,67.77,93,4,3.65,7,3.57
R00516,856,4,62.05,30.8,191,2,23.15,1,2.69
C00400,699,86,2661.39,127.76,40,5,8.0,27,4.39
P00211,74,3,289.9,27.54,5,1,1.05,0,3.2
F00283,1023,20,396.01,74.41,75,5,11.19,1,4.14
A004b,332,28,814.67,82.78,86,5,70.95,8,1.84
P00798,88,3,50.0,63.3,27,4,11.53,2,3.66
F00753,1251,24,467.94,50.09,104,5,9.99,6,3.88
P00643,84,4,165.08,69.62,12,4,19.64,0,3.99
R00251,202,2,123.49,24.67,225,2,11.83,2,3.43
P00031,118,4,171.01,44.85,15,4,7.55,3,4.76
F00383,617,20,372.7,55.72,54,5,4.18,0,4.31
C00457,817,90,2567.91,149.75,17,9,7.3,13,4.37
D01120,1324,7,233.99,50.23,474,4,5.33,3,2.79
F00480,645,21,931.35,59.25,52,5,3.96,5,4.66
F01351,1321,14,746.37,45.79,102,3,6.71,6,3.79
R00015,1025,3,41.81,30.32,209,2,35.95,0,3.5
F00090,1068,10,800.58,82.98,113,2,12.87,6,4.12
P00330,66,4,126.69,20.0,5,3,8.25,0,4.25
F00042,1105,24,401.09,67.69,87,3,5.85,3,4.49
P00293,132,2,192.67,39.59,23,2,9.97,3,3.52
F01354,1447,23,414.62,66.62,82,5,9.37,5,4.79
P00649,135,7,168.54,60.39,14,3,15.44,0,3.28
R00014,313,4,52.17,30.76,199,1,19.1,0,2.18
D00436,1472,9,424.11,53.29,318,5,9.69,2,4.13
D00337,1166,9,303.58,15.0,239,2,19.62,4,4.42
R00467,894,1,136.88,26.29,230,3,23.94,1,3.46
D00371,1091,5,386.18,72.33,335,2,23.88,0,3.51
F01285,247,8,735.26,56.55,36,3,10.65,6,4.6
C00390,1736,69,3370.96,114.88,21,5,4.23,8,4.51
P00395,175,3,126.91,60.74,3,1,7.34,4,4.82
D00879,1113,4,376.23,80.84,420,2,19.53,0,3.72
D00857,965,7,349.01,24.82,561,3,15.81,3,2.87
F00246,391,10,435.38,37.18,67,4,9.62,5,4.22
C00543,1466,39,2226.65,99.46,7,13,2.62,21,4.68
C00092,1474,83,2418.41,82.99,15,7,2.06,11,
D00890,908,9,326.99,71.3,334,4,12.29,2,2.57
F01380,924,18,472.69,25.2,21,6,2.52,1,3.79
P00713,73,6,391.77,43.21,12,3,9.11,1,3.06
D01083,1224,12,401.35,69.27,381,4,12.61,0,3.8
P00803,96,5,93.16,54.71,21,2,4.48,3,4.3
P00430,112,3,251.63,72.37,17,4,17.41,1,4.4
F01077,1081,22,803.13,68.74,53,7,12.41,8,4.3
F00449,954,20,709.68,58.04,52,2,12.13,1,3.69
F01361,857,11,860.25,42.42,91,3,2.21,5,4.5
P00431,51,2,245.52,58.18,22,4,4.92,1,4.36
D00993,986,5,348.66,15.0,487,5,18.23,0,3.02
C00238,625,41,2379.22,109.29,28,10,9.64,24,4.81
D00098,1250,11,515.05,57.48,605,5,8.72,4,3.67
D00489,814,5,435.52,32.93,702,2,18.21,1,3.86
F00534,409,13,590.55,70.03,49,2,13.77,9,3.54
F01206,476,6,609.88,45.31,111,7,11.14,4,3.6
R00018,940,3,116.85,37.95,171,1,11.88,1,3.57
C00164,1018,48,3153.25,119.75,13,6,7.72,25,4.03
D00493,1057,14,157.87,56.37,245,2,16.68,0,3.05
R00410,828,3,122.75,30.42,336,3,10.83,1,3.5
R00331,492,3,42.36,27.22,371,2,26.28,2,2.48
D00454,1719,10,425.05,15.0,378,4,3.28,1,3.5
D00200,768,10,551.27,29.05,666,5,10.8,2,3.99
D00635,1608,4,114.6,61.09,259,3,0.01,4,4.14
D00940,1646,3,566.09,30.33,546,3,10.91,4,3.7
F01212,751,5,216.53,47.38,77,4,2.18,8,3.87
D00650,526,6,347.52,80.23,441,5,16.53,0,3.47
D01050,790,9,424.31,28.08,382,4,18.68,1,3.98
F00829,1335,18,920.65,57.57,41,7,8.68,5,4.14
D00614,1534,6,335.08,43.21,332,5,10.07,2,3.32
D00132,1530,10,275.88,19.89,486,2,10.13,1,3.69
D00397,1138,7,468.47,61.32,349,5,5.52,4,3.81
R00161,675,1,20.0,30.97,373,3,25.82,1,3.57
R00350,567,2,74.87,10.0,265,2,5.71,1,3.4
P00721,41,7,233.47,20.0,2,2,5.49,4,3.85
F00853,259,11,551.75,66.31,57,5,6.91,4,4.17
C00594,439,33,2807.34,113.79,39,8,7.32,23,4.06
C00042,1609,23,3426.77,169.72,38,11,9.98,20,4.77
C00561,1304,58,3716.92,74.54,25,5,7.73,24,4.4
D00274,697,14,495.12,83.48,461,4,10.37,4,3.26
D00245,527,3,442.11,50.14,624,3,14.78,1,2.51
C00244,1121,36,4163.21,126.11,15,12,1.43,9,4.28
F00740,634,7,768.18,68.81,73,6,5.93,2,4.08
P00681,146,6,81.31,67.14,17,2,14.57,3,3.71
D00188,1988,6,301.77,67.39,663,4,1.44,2,3.66
D00800,840,4,370.32,39.26,326,4,17.02,0,3.39
F00843,645,5,528.27,77.43,64,6,4.58,8,4.4
C00262,956,67,2666.39,93.74,38,12,4.43,6,4.42
P00665,148,4,118.47,51.28,1,3,4.9,3,3.49
F01090,727,7,638.89,27.74,45,4,7.94,4,4.75
F01126,1287,22,763.3,57.49,119,2,6.11,7,4.47
R00493,677,2,85.99,46.71,380,2,25.48,1,2.84
F00235,1296,17,616.99,74.53,52,2,5.09,2,4.13
F01267,1079,5,359.36,45.96,99,5,12.13,0,4.07
P00397,86,3,199.93,50.52,12,3,1.18,1,3.52
F01411,888,22,626.95,42.12,20,5,2.99,6,4.7
C00341,1583,78,3008.6,122.12,18,6,1.17,8,4.84
P00889,130,4,256.25,66.2,28,4,5.13,3,3.55
F01002,340,16,508.52,72.3,73,6,1.59,1,3.81
D00876,1860,12,401.54,35.01,597,4,24.78,4,3.54
R00395,908,2,90.33,31.77,158,3,24.22,0,2.18
C00481,660,82,1974.4,167.12,39,10,9.93,12,4.12
P00726,77,6,193.61,56.2,15,4,17.56,1,4.25
R00030,1086,3,41.54,36.71,212,3,39.98,1,
D00541,1480,8,229.05,24.4,363,4,0.24,1,2.97
R00339,330,2,74.71,21.47,273,2,15.54,2,3.07
D00047,1175,13,339.31,56.94,367,4,22.14,2,4.19
D00991,1137,8,577.9,55.29,444,3,2.68,3,4.0
F01167,977,17,609.43,44.3,67,5,6.42,4,3.71
R00174,1000,4,197.97,24.72,229,3,16.96,1,2.28
P00354,173,3,152.62,66.44,9,1,16.84,2,4.48
P00778,130,3,285.77,59.57,15,1,2.0,0,3.17
D00816,1842,14,135.93,76.74,470,5,3.72,0,4.39
D01017,1948,4,741.16,28.96,557,3,1.5,2,3.56
R00378,237,2,39.64,34.32,161,2,27.66,1,3.65
D00680,1072,8,210.5,46.12,482,4,15.94,2,4.01
F00672,363,18,563.21,57.2,101,3,5.61,0,4.76
D00078,701,7,575.48,69.07,713,4,13.48,3,3.1
R00202,1031,1,115.92,36.77,224,2,13.86,1,2.58
D00095,638,8,342.82,51.23,609,2,6.39,0,4.28
R00354,971,1,95.08,45.02,255,1,27.14,2,3.6
C00348,821,95,1893.83,77.79,42,13,8.21,25,4.06
D00882,585,7,280.33,17.46,239,4,24.13,4,4.11
R00324,217,1,81.43,43.64,228,1,35.33,2,2.14
P00463,34,2,358.86,58.15,9,3,18.74,0,4.09
R00291,210,2,133.22,34.95,395,1,22.04,0,3.91
F00824,693,22,544.79,66.54,93,4,4.6,5,4.2
F00057,1409,14,463.63,63.23,104,3,3.63,0,4.7
P00003,95,6,272.78,54.78,3,4,11.89,2,3.57
F00033,1037,10,743.6,54.65,23,7,8.17,8,4.33
P00793,137,7,255.82,42.13,11,3,4.24,3,4.22
P00394,133,5,252.18,44.83,14,3,18.33,1,3.96
P00566,162,7,210.52,32.52,10,3,5.86,3,3.22
D01016,1256,5,468.79,69.3,465,5,1.4,2,3.45
D00663,1731,5,399.96,63.05,555,2,1.74,1,3.64
D00308,1383,13,561.15,38.02,423,4,7.53,0,3.2
D00097,792,10,411.38,71.37,484,2,9.39,2,3.81
D00920,1361,10,565.98,95.85,304,3,19.4,0,4.48
P00401,111,4,228.73,31.01,10,1,10.06,3,4.29
F00866,1365,6,646.86,30.82,90,2,4.53,0,4.29
P00734,103,3,288.38,79.51,18,2,15.56,4,4.54
C00116,1907,38,1866.25,109.67,9,5,4.99,15,4.37
F01222,878,15,605.03,49.0,45,6,14.49,2,4.48
F00895,503,5,702.86,39.49,99,4,5.08,3,4.78
P00302,60,7,156.32,42.1,22,1,2.02,0,4.63
F00633,831,10,699.37,63.96,49,7,1.76,0,4.38
P00562,95,6,259.9,40.45,21,4,0.24,4,3.14
D01101,811,11,341.54,100.8,413,5,13.7,3,4.24
R00274,902,2,138.66,37.52,377,3,18.41,1,3.42
F00554,690,9,534.85,65.99,52,4,10.66,9,4.15
D00849,1552,10,528.13,59.5,312,5,13.16,4,2.59
C00058,671,71,3376.08,143.68,33,5,3.59,14,4.3
D01105,1267,14,492.59,27.22,632,5,18.71,4,3.11
D01289,1351,14,474.04,85.49,398,3,7.05,3,4.4
R00646,836,3,40.74,15.37,123,3,12.28,2,2.46
F01136,545,19,313.31,60.03,36,6,1.25,2,4.76
P00097,50,7,182.64,62.16,12,1,6.03,4,4.65
D00554,1037,10,372.2,71.66,560,5,20.89,0,4.5
P00376,169,5,289.53,58.62,23,1,12.13,0,4.99
P00465,140,4,142.34,73.74,20,1,12.47,3,3.05
D00159,1776,6,391.85,82.91,747,2,2.81,4,3.7
D01035,739,12,592.94,46.73,214,2,2.76,3,3.22
D00656,1714,14,193.91,71.32,394,5,6.94,0,4.1
F00108,1179,22,763.61,57.21,102,2,9.37,1,4.55
D01281,1682,8,606.95,15.0,684,4,1.2,2,3.24
F00494,1058,13,485.59,51.96,63,6,4.98,9,3.95
R00540,995,4,142.42,27.98,228,3,39.06,0,2.98
F00777,593,20,449.62,66.53,29,7,8.56,9,4.38
R00614,863,1,117.76,38.23,255,3,18.79,1,3.06
C00073,1404,92,3218.96,84.03,39,5,4.39,5,4.76
F01323,1061,20,597.63,53.44,101,6,6.01,6,3.98
D00174,1532,10,107.92,15.0,652,2,14.51,4,4.13
F01165,613,8,581.44,20.07,30,4,10.13,4,4.37
F00144,833,15,499.34,52.13,93,2,9.46,2,4.59
R00019,517,1,97.21,25.53,305,2,11.68,0,2.93
F00406,853,7,652.14,55.63,36,3,7.23,5,
P00569,133,7,210.28,70.63,10,1,14.59,0,4.07
F00591,1406,24,650.02,72.5,26,4,8.12,7,4.69
R00332,1124,4,108.36,31.99,166,2,36.92,2,2.55
P00502,69,7,209.11,56.82,23,2,10.69,2,4.68
F00526,1227,16,686.62,66.5,59,2,4.1,9,3.61
F00642,992,24,406.59,57.31,49,3,8.26,2,4.46
R00307,1086,1,45.05,31.99,285,3,24.85,1,2.97
D01131,1518,14,474.41,55.16,288,2,6.22,2,2.84
D00443,1482,12,142.83,16.25,590,2,24.62,4,3.04
F00399,1013,15,457.44,68.05,40,4,13.57,0,3.72
D00387,1245,12,276.23,77.41,573,4,8.62,3,3.89
P00585,62,2,155.15,50.84,29,3,9.88,1,3.81
F00978,603,5,327.6,53.03,103,4,8.84,8,3.77
R00491,771,3,71.15,27.52,357,2,21.47,1,2.7
F01227,1190,21,636.92,39.29,38,5,6.41,5,3.98
D00293,633,10,148.57,52.08,603,2,8.02,4,3.85
A020b,1373,23,1235.98,47.13,92,7,93.95,16,2.39
D00537,1874,9,348.67,58.69,303,4,13.91,1,3.31
C00441,1159,69,2308.85,138.06,12,11,3.93,27,4.49
A002a,64,62,6630.16,113.05,0,2,2.79,0,0.0
F00501,489,23,828.67,60.56,47,7,8.26,6,4.69
D01011,1380,5,453.99,58.05,484,2,1.23,4,3.39
D00059,1818,9,228.92,41.65,382,2,17.97,1,4.23
F00050,591,20,677.53,54.47,54,4,7.22,6,3.51
F00947,642,14,323.03,53.82,116,4,12.87,2,4.54
R00457,1046,3,165.56,26.57,142,3,14.58,2,3.77
D00561,1958,8,411.72,76.01,349,5,1.34,2,3.43
D00887,1020,12,384.65,33.69,483,3,8.33,4,3.98
D00742,1574,10,540.21,97.61,559,4,25.0,3,2.79
F00031,1274,14,215.57,70.85,26,7,3.91,8,4.04
F00073,871,11,425.98,67.59,97,4,0.61,6,4.68
F00650,1245,14,523.73,70.64,52,5,0.64,4,4.19
C00483,1545,30,2786.16,105.43,23,8,9.32,6,4.25
F00985,396,19,536.3,79.2,117,3,7.82,8,4.75
D00075,1395,7,570.23,40.23,365,4,9.43,2,3.34
R00328,672,2,66.49,17.53,344,1,5.32,0,3.87
D00039,1724,9,455.86,57.65,436,2,1.6,1,2.82
F00863,572,6,989.87,24.09,118,5,10.96,8,3.89
D00930,1821,9,526.84,30.08,614,4,7.8,1,3.8
D00622,1444,5,533.26,49.0,474,2,3.03,1,4.07
P00479,174,7,137.05,51.98,8,1,14.76,0,4.72
D00802,1008,9,313.23,15.0,542,3,21.61,3,3.48
C00050,1700,78,1684.04,175.5,21,10,4.59,19,4.01
D01290,611,6,444.54,36.33,794,2,1.21,3,2.68
D00345,1438,12,625.48,62.23,772,2,18.28,3,3.67
F00259,300,5,345.44,47.71,34,2,0.02,6,3.64
F00473,372,13,658.24,73.49,118,6,4.16,0,4.72
F00120,1446,6,813.47,28.81,102,6,4.6,9,3.56
D00718,1672,6,523.97,58.46,455,2,7.38,0,3.06
P00532,85,6,138.74,55.34,4,3,0.71,0,3.26
R00574,1120,2,96.08,38.81,222,1,30.51,0,3.86
F01061,237,19,389.47,30.5,32,3,14.13,3,4.31
F01057,880,8,632.3,63.79,76,4,9.65,8,3.76
P00326,73,5,257.68,64.38,21,3,19.02,0,3.22
D00525,1721,6,472.44,19.06,555,2,9.76,4,3.34
D01230,1007,7,539.36,73.04,711,4,21.45,3,3.43
A005b,644,26,1603.71,69.81,59,5,92.29,17,2.19
D00310,676,6,556.23,46.61,691,4,21.44,0,4.05
R00177,680,3,79.95,16.37,364,1,9.43,1,3.58
D00306,1891,6,404.17,35.29,684,5,11.88,4,3.45
R00452,532,3,108.46,54.05,211,2,14.83,2,2.67
D01127,1159,7,510.46,64.88,360,4,9.96,3,
P00507,64,5,134.36,57.13,23,4,17.13,4,3.69
F00786,1463,18,495.29,49.24,79,2,2.83,9,3.55
D00836,1862,12,385.14,55.88,405,3,7.2,0,2.73
F00800,1241,24,825.0,78.62,109,5,11.5,5,4.65
F00596,1487,14,704.42,91.83,94,6,6.06,9,
F00809,1284,11,543.34,104.83,112,6,3.11,1,4.42
D00825,1136,4,645.41,23.53,785,5,21.31,4,4.14
F01199,948,15,766.43,54.05,114,7,13.34,9,4.5
F00876,889,15,429.34,51.67,92,2,14.15,4,3.76
A016a,26,47,7346.67,119.56,0,2,3.31,0,0.0
C00036,785,61,2673.11,118.87,30,14,1.74,25,4.89
D00542,1386,8,568.7,101.0,245,3,13.71,3,2.68
P00246,149,4,179.03,35.8,18,2,0.3,2,3.61
R00379,218,3,114.53,48.12,148,1,23.11,1,3.47
P00260,111,5,194.89,95.47,26,4,19.45,1,4.5
P00107,128,4,218.33,75.79,14,2,16.9,4,3.82
D00768,564,14,162.89,65.15,459,2,11.79,1,2.87
F00687,931,23,370.28,62.59,70,3,5.55,1,3.63
C00350,1686,30,3036.46,111.51,7,9,6.61,9,4.73
P00038,161,3,74.85,40.11,29,1,6.12,1,3.7
P00592,164,4,291.78,49.8,1,2,16.15,4,4.09
R00261,1110,4,61.36,27.45,113,1,22.41,0,2.1
D00968,1610,3,221.09,47.59,338,2,20.13,3,2.85
F01082,972,12,832.92,79.48,69,3,10.97,7,4.25
R00535,407,4,87.73,41.92,175,2,5.57,2,2.27
F00844,1072,20,292.99,80.18,92,4,9.73,9,4.56
D00244,1507,3,303.49,56.43,754,3,18.47,1,3.34
F01072,388,14,596.25,59.59,37,3,3.93,9,3.77
D00837,902,12,504.02,75.13,533,3,8.84,3,3.09
F00580,1190,6,512.69,58.87,22,4,1.34,7,3.85
P00699,73,2,343.12,27.13,29,4,4.57,1,3.38
F01093,1065,19,844.97,41.36,71,3,12.89,2,4.72
D00957,626,6,199.38,65.29,526,2,6.63,3,2.55
C00373,1371,52,3744.64,104.63,7,7,5.04,11,4.5
D00611,1760,7,295.41,72.29,411,4,18.95,1,2.79
F01317,266,18,832.9,48.99,104,2,7.32,9,3.79
F00758,337,5,1125.08,63.3,70,2,1.53,5,4.37
F01226,1368,14,712.93,35.91,101,3,4.9,5,4.62
F00187,979,16,520.37,86.1,24,2,5.62,6,3.52
C00470,889,66,4028.74,122.41,44,10,5.83,19,4.63
C00141,1013,49,2944.73,135.75,43,7,2.73,17,4.07
F00189,1025,5,489.72,47.62,67,6,7.93,7,4.49
C00324,1388,23,2666.93,159.61,40,12,1.66,9,4.39
C00051,939,80,2096.22,121.28,18,14,8.14,5,4.56
F00115,227,18,369.96,20.0,23,6,11.97,1,3.83
R00590,871,3,141.09,33.92,360,1,7.08,0,2.03
P00741,86,3,278.95,63.29,3,3,1.8,0,4.17
P00347,148,6,212.15,43.92,21,4,20.0,1,3.88
R00514,739,3,32.85,36.71,340,1,5.33,0,3.71
R00120,1193,2,117.98,12.29,262,2,26.85,1,2.76
R00297,615,4,78.57,17.06,367,2,12.48,2,3.33
D00016,1400,6,189.66,75.44,224,3,14.15,1,2.6
P00567,142,4,263.81,56.99,29,1,8.21,1,4.49
C00407,1303,64,3177.95,72.22,28,12,7.7,13,4.25
D00725,1654,14,164.66,61.29,624,5,15.6,2,2.98
F00405,1457,18,700.42,21.96,44,7,7.42,3,4.69
D00788,902,8,342.09,34.57,609,5,6.49,1,4.49
F00291,201,21,529.22,58.47,47,7,7.28,5,4.7
P00312,117,3,212.98,48.61,18,4,1.9,3,3.73
P00446,118,6,214.83,35.22,20,3,8.6,2,4.65
R00534,481,2,26.4,10.0,235,2,38.24,1,2.66
P00291,102,4,195.16,54.55,28,4,10.56,0,4.24
D00941,841,6,445.91,36.62,504,4,3.03,1,4.35
C00043,780,68,4444.82,184.72,18,9,6.42,21,4.39
P00731,70,2,285.27,59.97,25,1,1.55,3,4.09
D00966,996,11,286.93,55.15,229,5,0.22,1,2.87
C00304,1513,72,4234.34,96.64,22,9,1.77,10,4.81
R00214,1000,4,52.04,32.01,318,3,39.89,0,2.08
D00748,1062,8,207.96,64.01,325,4,12.22,3,3.95
F00065,1213,24,352.47,54.87,45,4,6.33,1,4.17
F00578,1218,24,269.95,61.72,20,3,7.12,0,4.19
P00577,44,6,140.21,62.45,15,4,5.15,0,3.14
F01348,1171,5,232.46,32.69,63,5,13.36,3,4.44
P00402,65,5,146.64,43.14,17,3,0.91,1,3.79
F00874,323,18,751.01,53.97,93,7,12.58,4,4.23
D00484,1782,3,351.3,54.83,374,5,3.11,4,3.42
D00521,1374,9,581.17,38.26,618,2,18.18,4,3.06
P00033,52,2,272.67,44.53,15,1,16.03,4,3.67
F00427,598,6,332.99,64.19,103,4,4.2,0,3.87
F00362,923,8,276.22,53.2,117,4,4.63,3,4.64
P00790,35,7,142.82,58.89,13,4,18.35,1,3.05
D00135,1691,6,743.54,29.21,359,4,13.08,2,2.65
F01410,681,17,671.19,40.5,63,2,9.65,2,4.48
P00050,68,4,102.78,58.22,8,3,14.42,2,3.84
D00324,634,6,290.83,84.71,757,2,3.89,3,4.05
P00239,133,4,100.05,60.15,22,3,15.8,2,3.34
D00889,654,3,342.74,58.51,382,5,13.31,0,2.59
C00305,929,51,1849.2,99.56,39,8,2.75,18,4.99
F00841,1402,12,558.23,39.19,85,6,1.53,4,3.76
F00897,581,12,592.46,62.69,34,5,7.6,5,4.06
P00553,35,2,165.59,59.03,1,3,18.71,2,3.96
P00776,142,2,351.22,59.52,19,1,19.39,3,3.49
F00317,728,22,891.53,58.43,67,4,1.61,5,4.38
D01183,566,12,709.47,74.1,402,3,1.6,0,3.56
D00722,890,11,187.13,67.42,454,5,11.76,2,3.54
P00673,114,3,230.27,20.0,23,2,19.21,3,4.85
F01025,346,23,340.36,84.64,98,5,13.81,7,3.82
D00838,1598,3,349.02,38.69,285,5,14.2,0,3.73
F00222,600,19,1081.56,20.14,112,3,13.05,8,4.75
D00965,1588,11,298.88,65.72,236,2,10.32,4,4.01
F00755,583,9,720.97,58.16,49,7,12.99,6,4.51
R00198,471,4,50.61,17.81,260,1,22.25,1,2.52
F00251,1019,11,375.32,74.36,33,4,4.25,4,4.18
F00401,260,9,606.29,66.5,28,3,4.43,2,3.88
D00378,1217,10,466.94,103.85,414,4,22.19,1,4.29
C00019,1197,66,3785.37,182.13,15,11,6.67,6,4.75
F01038,1288,17,650.1,39.36,59,5,11.44,2,3.56
F01068,443,15,545.95,45.93,100,4,1.55,1,3.61
C00494,1921,25,2834.23,126.87,27,6,1.21,18,4.11
F00748,760,20,465.6,41.5,34,2,7.26,9,4.69
D00728,1341,11,333.59,49.19,512,5,21.26,0,2.96
R00526,419,3,128.06,23.36,193,3,32.51,2,2.7
D00615,1743,11,243.92,42.21,646,3,15.56,0,2.89
D00482,1623,9,365.55,58.0,303,4,5.25,0,4.49
F00088,225,23,598.52,47.43,99,2,7.58,2,4.19
D00732,911,11,544.41,46.44,375,5,16.55,2,3.54
F01009,1007,17,284.27,27.96,27,7,7.75,5,4.64
D01085,965,14,257.12,15.0,294,3,10.19,1,2.55
D00403,1747,8,174.21,42.0,460,3,16.75,0,3.85
F00410,897,18,879.73,81.81,105,5,1.65,7,4.01
P00309,173,6,197.23,27.45,18,4,16.69,3,4.71
F00493,479,21,410.49,40.84,22,7,3.57,1,4.0
F00728,372,20,703.09,58.44,42,4,6.08,3,4.76
F01078,976,12,709.55,37.92,116,5,13.61,5,3.83
F01400,1074,19,538.97,47.76,72,4,8.68,5,4.43
F00711,347,7,509.76,88.88,25,5,5.4,8,3.66
D00259,1196,10,290.25,49.07,255,3,22.19,1,3.02
F01388,967,10,785.03,64.21,113,7,7.7,6,4.57
D00649,1103,3,299.57,33.16,747,5,15.17,1,3.7
C00345,869,64,4078.55,80.85,27,10,9.67,6,4.24
R00183,1000,4,165.88,28.67,340,2,7.91,1,3.24
F00387,908,9,610.46,31.66,79,4,4.72,7,4.36
R00245,335,2,117.49,38.57,173,2,21.95,2,
D00808,592,10,223.57,102.11,310,2,18.26,0,3.53
R00224,946,3,137.08,33.95,111,1,9.34,2,2.38
D01003,1387,5,215.43,38.5,519,5,8.99,2,3.77
D00092,1015,10,593.41,43.68,662,3,6.58,3,4.36
D00962,917,8,285.99,15.0,629,3,21.91,3,2.6
F00543,222,9,816.79,80.7,48,3,8.44,3,4.37
P00259,157,6,86.91,60.84,28,3,13.63,0,4.79
F00599,611,7,722.92,27.55,31,6,0.03,4,4.37
C00086,475,44,3637.29,97.09,16,10,5.9,12,4.6
F00919,897,24,628.53,62.85,54,4,5.0,3,4.8
C00517,1860,23,2483.54,115.75,6,11,6.63,25,4.86
F00782,268,9,356.03,31.66,37,5,13.34,0,3.63
P00617,160,6,253.49,57.63,20,4,15.27,3,4.98
D00085,1540,7,415.89,45.1,407,2,11.88,3,3.84
F00415,763,20,738.34,29.38,99,6,2.94,3,4.46
C00129,649,84,1858.39,101.91,31,10,9.24,26,4.55
F00765,518,13,691.66,85.93,65,6,7.96,3,3.86
D00624,1500,14,231.47,57.15,287,3,3.78,0,3.09
A001b,1019,39,1140.21,45.61,79,5,74.91,12,1.07
F00292,753,13,771.06,64.77,56,3,,8,4.32
P00694,100,5,307.87,43.62,6,4,5.98,0,3.33
D01239,993,8,360.73,20.53,234,5,2.98,3,3.28
F00760,765,17,680.66,47.05,25,7,7.53,5,3.91
C00308,1911,82,2836.62,187.06,19,10,1.29,9,4.59
F01062,571,13,357.87,72.17,53,6,4.03,7,3.71
P00332,96,7,208.84,75.21,9,4,12.47,1,4.52
D00935,1123,6,456.82,57.25,582,2,21.31,0,4.09
F00718,1446,21,672.18,52.5,54,5,9.53,3,4.15
R00004,608,3,108.61,10.0,398,3,19.21,2,2.68
P00375,113,2,249.9,53.62,23,3,8.21,4,3.61
P00443,121,3,228.12,31.24,17,4,9.9,1,3.41
F00647,505,9,823.92,51.2,76,3,9.61,6,4.21
F00609,846,20,581.68,65.86,86,6,14.94,0,4.67
C00217,1180,72,2118.06,154.46,40,14,5.12,19,4.87
D01293,1032,3,351.24,74.32,573,3,2.85,1,3.64
D00063,1685,4,727.06,52.66,268,4,24.04,1,2.87
F00640,382,15,498.8,39.19,42,4,0.97,9,4.5
P00190,109,2,78.79,53.76,1,1,12.03,3,3.53
P00641,164,4,122.74,23.7,7,4,18.61,2,4.31
C00276,1367,59,3543.9,140.51,18,13,2.64,27,4.98
C00490,720,50,3133.7,68.57,15,13,4.69,21,4.86
F00436,1087,12,915.98,50.44,27,2,2.88,1,3.65
F00630,251,11,818.27,52.15,116,6,1.47,8,4.25
R00286,260,2,140.31,25.1,146,3,26.48,0,3.54
F00409,691,16,786.93,39.9,42,7,1.37,9,4.08
R00390,676,4,84.12,23.52,188,3,31.76,1,3.76
D01027,1085,11,357.84,27.41,799,5,7.41,2,3.09
D00183,914,9,597.31,61.02,795,4,10.46,0,2.54
P00433,75,2,294.59,34.28,9,3,8.4,1,4.04
D01170,837,12,403.32,20.04,516,3,0.61,0,2.82
F00459,789,20,596.56,25.93,115,4,1.62,3,4.63
P00067,175,6,278.37,69.77,28,4,6.74,2,3.24
R00279,884,4,70.74,10.0,174,2,36.02,2,2.08
C00282,1838,46,2400.08,138.97,41,8,3.36,19,4.49
D00566,1169,4,189.3,38.42,236,3,5.09,4,3.3
F00717,416,8,764.88,91.8,76,2,1.55,4,
A009b,283,18,1466.32,85.81,22,7,78.61,14,1.19
F00369,932,23,753.16,44.06,80,7,7.66,3,3.81
D00127,1137,3,741.62,41.31,345,4,0.51,4,4.32
D00921,680,8,526.74,44.48,544,3,20.71,4,3.98
D00167,1498,11,636.89,83.24,682,2,15.52,0,2.84
D00520,1273,10,201.27,67.16,662,2,20.37,1,3.08
F00020,505,20,199.09,75.13,46,7,13.53,5,4.74
D00347,1543,8,296.98,15.0,227,5,24.31,2,3.45
F01143,479,10,554.76,60.53,109,3,6.56,3,3.77
F00791,728,12,569.29,57.33,21,3,9.99,9,3.94
D01051,970,12,241.55,15.0,566,2,17.61,4,3.68
F01248,887,15,702.64,52.86,83,5,2.01,7,3.55
F00980,550,24,497.42,40.46,70,2,14.93,4,4.77
F01056,419,24,316.59,88.15,38,6,5.07,4,4.41
P00253,78,3,221.14,51.67,5,4,2.79,2,4.55
P00113,105,4,155.16,28.28,21,4,18.86,1,3.04
F01421,362,10,473.08,27.13,23,7,9.84,0,4.44
A003b,583,23,1136.46,66.42,15,5,75.37,16,2.5
