id_transaction,id_client,montant,heure,jour_semaine,delai_depuis_derniere_min,nb_transactions_1h,nb_transactions_24h,distance_domicile_km,pays,type_commercant,canal_paiement,age_compte_annees,score_ip,est_fraude
TX00008101,4764,23.25,4,1,19.9,2,5,1.8,Hors-UE,Restaurant,Carte physique,11.8,52.9,0
TX00008102,2202,10.85,8,0,28.7,0,3,3.0,UE,Autre,En ligne,6.0,51.8,0
TX00008103,1989,85.82,10,2,137.6,0,2,0.8,France,Autre,Carte physique,8.1,83.8,0
TX00008104,2834,120.53,20,2,90.8,0,4,2.3,France,Autre,En ligne,4.6,43.8,0
TX00008105,3287,17.3,21,0,63.7,0,3,4.2,France,Alimentaire,Mobile,17.9,44.4,0
TX00008106,2621,42.08,22,2,132.9,1,4,8.1,France,Santé,Sans contact,6.4,54.1,0
TX00008107,1600,34.97,1,5,132.6,0,1,8.6,France,Alimentaire,En ligne,15.1,38.7,0
TX00008108,3119,65.83,16,5,4.5,1,3,0.1,France,E-commerce,Sans contact,2.3,31.9,0
TX00008109,2880,43.98,9,4,14.5,0,3,0.6,Hors-UE,Voyage,En ligne,7.1,44.5,0
TX00008110,1813,86.85,0,4,91.6,3,4,3.7,France,Restaurant,Carte physique,4.9,24.3,0
TX00008111,1017,14.58,12,5,19.7,2,2,4.1,France,Alimentaire,En ligne,7.5,44.5,0
TX00008112,3651,47.68,13,6,154.8,2,12,29.5,France,E-commerce,Carte physique,5.5,13.4,0
TX00008113,3356,62.5,3,3,57.3,2,4,0.1,France,Santé,Carte physique,3.9,34.3,0
TX00008114,1758,3.26,18,4,69.1,0,1,3.7,France,Station-service,Carte physique,14.5,48.3,0
TX00008115,3361,47.97,2,0,39.9,0,4,1.1,France,E-commerce,Sans contact,3.6,54.5,0
TX00008116,2376,12.66,18,6,8.9,2,2,5.2,France,E-commerce,Carte physique,7.8,55.4,0
TX00008117,2914,39.99,13,6,41.4,0,4,2.3,France,Luxe,En ligne,3.2,25.4,1
TX00008118,2969,8.81,18,0,137.4,1,5,4.3,France,Alimentaire,Sans contact,2.4,64.2,0
TX00008119,3924,129.31,23,4,24.0,0,3,2.6,France,Restaurant,Carte physique,3.3,25.2,0
TX00008120,3601,52.19,5,3,34.3,1,7,15.8,France,Santé,Carte physique,4.3,73.9,0
TX00008121,2708,25.79,20,0,11.0,0,6,27.1,France,Restaurant,En ligne,0.8,,0
TX00008122,2107,59.75,8,0,10.4,2,2,0.6,France,Autre,Sans contact,7.9,62.6,0
TX00008123,3052,59.59,5,5,38.4,1,2,1.0,France,Santé,Carte physique,8.0,48.2,0
TX00008124,4074,86.53,23,3,15.9,0,5,4.8,France,Restaurant,Sans contact,0.8,53.6,0
TX00008125,4119,23.8,6,6,58.7,1,6,9.4,France,Alimentaire,Carte physique,5.2,41.4,0
TX00008126,1590,4.01,18,0,145.3,2,2,7.1,France,Alimentaire,Sans contact,5.5,66.8,0
TX00008127,1264,128.32,21,2,77.4,0,3,9.9,UE,Alimentaire,Mobile,10.0,47.8,0
TX00008128,4699,63.71,13,4,42.1,1,3,7.7,France,Alimentaire,Carte physique,1.1,55.1,0
TX00008129,4724,1.5,16,4,8.0,0,3,2.4,France,Santé,Carte physique,7.0,47.9,0
TX00008130,1781,11.25,14,0,14.4,1,2,0.6,UE,Restaurant,En ligne,7.4,64.7,0
TX00008131,2026,19.95,21,6,35.4,2,7,8.1,France,E-commerce,Carte physique,1.5,,0
TX00008132,1316,27.18,3,0,23.3,0,3,5.2,France,E-commerce,Carte physique,1.7,50.5,0
TX00008133,4664,421.09,1,4,20.6,1,4,7.3,UE,Alimentaire,Carte physique,2.6,66.4,0
TX00008134,4100,4.98,11,4,39.3,2,2,14.4,France,E-commerce,Carte physique,6.9,72.7,0
TX00008135,2111,16.58,1,3,24.6,2,4,2.0,France,Voyage,Carte physique,15.2,54.1,0
TX00008136,2368,13.08,8,1,11.3,0,5,0.9,France,E-commerce,Carte physique,5.6,21.1,0
TX00008137,4805,32.6,10,4,18.5,1,5,0.4,France,E-commerce,Carte physique,9.8,60.9,0
TX00008138,3641,3.31,17,4,118.0,1,6,1.5,France,Alimentaire,Carte physique,5.3,47.2,0
TX00008139,1409,50.03,0,2,41.0,0,5,0.7,UE,Santé,Carte physique,10.7,54.8,0
TX00008140,2188,730.76,6,5,14.6,2,2,0.6,Hors-UE,Santé,Sans contact,7.3,47.8,0
TX00008141,3156,40.07,22,6,19.1,0,3,8.0,France,Alimentaire,En ligne,9.6,68.9,0
TX00008142,2153,8.65,15,4,201.9,0,6,2.2,France,E-commerce,En ligne,4.8,35.9,0
TX00008143,3978,11.57,3,4,14.6,3,9,5.1,France,Autre,Carte physique,10.0,44.8,0
TX00008144,3582,45.71,20,5,19.7,1,5,23.3,France,Alimentaire,Carte physique,6.0,54.5,0
TX00008145,2911,102.63,19,1,15.7,0,4,1.5,France,Voyage,En ligne,9.3,41.2,0
TX00008146,4391,165.92,20,6,193.7,1,5,2.5,France,Voyage,Carte physique,7.0,32.4,0
TX00008147,4800,21.29,21,5,129.9,0,1,7.1,France,Luxe,Sans contact,6.4,39.1,0
TX00008148,3808,7.5,6,0,5.6,0,2,4.1,UE,Santé,Carte physique,2.7,65.5,0
TX00008149,4905,61.94,12,4,90.5,1,1,0.2,Hors-UE,Santé,Mobile,4.7,,0
TX00008150,4467,27.46,8,5,8.8,1,3,1.6,France,E-commerce,Sans contact,8.1,38.7,0
TX00008151,4227,9.97,18,3,219.4,3,5,0.4,France,Autre,Sans contact,1.6,64.2,0
TX00008152,1725,183.37,8,6,135.5,0,1,1.1,France,Santé,Carte physique,7.7,31.3,0
TX00008153,3024,47.34,8,4,7.8,2,4,1.0,France,Luxe,Carte physique,2.3,32.9,0
TX00008154,3960,21.33,7,6,125.3,1,5,7.7,France,Santé,Carte physique,12.7,56.2,0
TX00008155,2927,33.48,22,0,44.6,2,5,1.9,France,Voyage,Carte physique,2.7,41.9,0
TX00008156,3128,142.13,14,5,45.8,0,3,1.2,France,Alimentaire,En ligne,6.3,57.1,0
TX00008157,2072,234.45,5,0,159.1,0,3,3.2,UE,Santé,Sans contact,7.8,44.6,0
TX00008158,2069,43.98,0,1,139.5,1,3,4.9,France,Luxe,En ligne,8.1,39.8,0
TX00008159,4740,53.4,20,6,48.9,1,7,7.4,France,E-commerce,Sans contact,4.2,60.1,0
TX00008160,1923,78.75,14,3,8.6,1,4,2.7,France,Alimentaire,Carte physique,5.4,56.5,0
TX00008161,2362,142.21,13,3,41.8,2,3,2.3,France,Alimentaire,Carte physique,6.2,59.9,0
TX00008162,2011,196.16,2,3,50.0,2,7,9.9,France,E-commerce,En ligne,1.8,50.4,0
TX00008163,3826,30.09,10,1,77.4,0,4,0.1,France,Autre,Carte physique,8.1,85.3,0
TX00008164,3953,54.74,14,0,2.0,1,5,0.8,France,Autre,Mobile,7.7,37.0,0
TX00008165,1512,12.89,5,1,52.2,1,0,12.0,France,E-commerce,En ligne,10.5,40.0,0
TX00008166,4910,21.85,23,0,59.2,1,4,7.5,France,Voyage,Carte physique,6.3,55.6,0
TX00008167,4048,95.68,2,1,29.0,0,3,3.5,UE,Autre,En ligne,3.3,55.2,0
TX00008168,4265,22.86,19,5,113.3,1,3,7.5,France,E-commerce,Sans contact,9.0,56.7,0
TX00008169,4363,90.54,17,6,3.3,0,8,1.2,France,Autre,Mobile,10.6,77.8,0
TX00008170,2337,32.17,1,5,38.3,1,3,4.8,France,Restaurant,Carte physique,4.1,59.7,0
TX00008171,2459,15.35,5,0,33.1,1,1,7.2,France,Autre,Carte physique,3.7,58.2,0
TX00008172,1033,6.98,2,2,29.1,0,4,1.4,France,Station-service,En ligne,8.1,53.8,0
TX00008173,1234,32.39,13,0,9.9,1,3,2.3,UE,E-commerce,Carte physique,4.8,59.8,0
TX00008174,4535,39.16,4,2,80.8,0,3,12.1,France,Autre,En ligne,9.0,54.2,0
TX00008175,3355,74.02,23,5,157.5,2,7,14.9,France,E-commerce,Carte physique,5.5,36.3,0
TX00008176,1584,30.84,17,2,33.3,2,4,2.3,France,E-commerce,En ligne,10.3,58.4,0
TX00008177,2060,87.24,4,3,95.0,1,6,0.8,UE,Restaurant,En ligne,4.1,65.8,0
TX00008178,3124,7.89,17,1,1.9,1,2,5.8,France,Alimentaire,Carte physique,5.2,61.1,0
TX00008179,3656,6.84,18,6,34.0,1,8,4.2,France,Station-service,En ligne,4.6,39.1,0
TX00008180,1522,4.01,14,4,36.2,1,7,3.3,France,E-commerce,Sans contact,4.8,49.6,0
TX00008181,3701,89.46,17,0,4.5,0,3,4.9,France,E-commerce,En ligne,2.6,42.7,0
TX00008182,2040,22.78,13,3,13.3,1,4,19.2,France,E-commerce,En ligne,2.6,37.5,0
TX00008183,3496,31.27,3,4,108.6,1,5,1.7,France,Autre,Carte physique,5.5,56.9,0
TX00008184,4812,7.71,16,2,6.8,1,4,8.9,France,E-commerce,Carte physique,5.2,58.2,0
TX00008185,2939,25.89,7,4,12.8,0,2,0.1,France,Alimentaire,Carte physique,1.2,59.9,0
TX00008186,4716,5.83,15,0,88.2,2,6,14.8,France,E-commerce,En ligne,10.2,54.9,0
TX00008187,4342,23.52,6,2,40.9,2,4,1.7,France,Santé,Sans contact,3.7,67.7,0
TX00008188,4673,8.11,7,4,35.6,1,7,0.9,France,Station-service,Carte physique,2.9,40.1,0
TX00008189,1295,24.45,21,2,4.4,1,5,1.2,UE,E-commerce,En ligne,4.7,61.4,0
TX00008190,1501,4.33,11,1,103.3,1,2,0.1,France,Alimentaire,En ligne,4.2,65.7,0
TX00008191,4698,271.91,2,1,1.4,2,1,1.1,France,Santé,Carte physique,7.0,26.3,0
TX00008192,4026,10.86,15,2,4.8,0,3,7.8,France,E-commerce,En ligne,3.2,41.1,0
TX00008193,1865,14.15,1,2,47.4,0,4,2.0,France,Alimentaire,En ligne,2.4,42.1,0
TX00008194,3047,83.84,0,1,21.0,1,4,3.7,France,Station-service,Carte physique,3.6,33.7,0
TX00008195,3318,5.71,10,1,199.7,1,3,17.5,France,Restaurant,Sans contact,2.3,60.7,0
TX00008196,2656,27.15,12,2,103.1,1,4,7.1,France,Restaurant,En ligne,5.6,54.2,0
TX00008197,1805,72.16,3,4,25.9,1,1,1.7,France,E-commerce,En ligne,2.3,47.9,0
TX00008198,3339,47.63,23,4,64.4,1,8,0.6,France,Autre,En ligne,6.7,53.6,0
TX00008199,2937,11.92,5,1,132.1,0,7,1.6,France,E-commerce,Carte physique,7.6,40.6,0
TX00008200,3792,21.43,3,2,139.8,0,2,1.1,France,Autre,Carte physique,6.4,41.3,0
TX00008201,3274,111.46,6,3,8.6,3,3,1.0,France,Autre,En ligne,4.3,57.7,0
TX00008202,4701,15.6,20,4,59.0,0,3,2.2,France,Alimentaire,Sans contact,3.5,37.8,0
TX00008203,3152,10.17,1,1,18.2,1,4,1.3,Hors-UE,Restaurant,Mobile,3.4,52.0,0
TX00008204,1200,26.2,21,4,35.0,0,3,16.8,France,Station-service,En ligne,0.3,48.2,0
TX00008205,3213,48.85,15,5,31.7,0,3,1.9,France,Luxe,Carte physique,5.4,32.0,0
TX00008206,3398,23.26,8,0,89.7,1,2,1.3,France,Alimentaire,En ligne,1.0,24.8,0
TX00008207,3668,30.46,0,0,106.7,0,4,3.2,France,Autre,En ligne,5.1,52.8,0
TX00008208,2303,192.38,3,0,16.1,3,2,11.8,UE,E-commerce,En ligne,11.8,79.7,0
TX00008209,3217,34.08,1,0,23.6,1,1,5.4,France,Santé,Carte physique,7.6,67.5,0
TX00008210,3264,30.64,1,6,24.1,0,4,13.6,France,Alimentaire,Carte physique,6.7,54.3,0
TX00008211,4145,10.71,21,3,56.9,1,1,4.0,France,Restaurant,Mobile,5.8,54.2,0
TX00008212,1264,19.52,2,2,14.8,2,9,8.9,Hors-UE,Autre,En ligne,4.3,55.3,0
TX00008213,4103,23.2,2,2,46.1,0,3,7.4,France,Luxe,Carte physique,4.4,30.2,0
TX00008214,3415,43.47,20,2,52.2,1,4,1.3,France,Restaurant,Carte physique,3.0,69.2,0
TX00008215,1752,37.88,11,2,11.9,1,3,1.9,France,Restaurant,Carte physique,4.5,54.4,0
TX00008216,1166,11.38,14,4,20.3,1,4,2.4,Hors-UE,Autre,Carte physique,8.8,54.2,0
TX00008217,4603,200.8,8,6,86.3,1,5,5.4,France,E-commerce,Sans contact,5.2,50.9,0
TX00008218,3626,14.41,18,3,80.4,0,2,1.6,France,Alimentaire,Carte physique,10.4,67.6,0
TX00008219,1313,52.41,21,4,2.7,1,3,3.6,France,E-commerce,En ligne,4.6,37.0,0
TX00008220,2605,76.91,1,6,149.0,1,4,,France,Restaurant,Sans contact,5.1,49.3,0
TX00008221,4631,9.49,3,6,11.4,1,3,7.0,France,Alimentaire,Carte physique,2.5,77.7,0
TX00008222,2570,25.19,7,6,93.6,2,6,3.2,France,E-commerce,En ligne,9.8,61.2,0
TX00008223,3401,5.89,0,6,48.0,0,6,4.7,France,Autre,En ligne,10.9,10.9,0
TX00008224,3120,285.76,1,2,40.6,0,4,0.8,France,Restaurant,Carte physique,3.2,24.1,0
TX00008225,3860,19.68,7,6,4.6,0,5,3.1,France,Alimentaire,Carte physique,5.5,65.7,0
TX00008226,2422,25.36,19,3,97.5,1,8,1.5,France,Voyage,Sans contact,7.0,59.8,0
TX00008227,3045,48.58,7,0,136.5,0,3,1.3,France,Alimentaire,En ligne,10.1,100.0,0
TX00008228,4088,3.19,14,5,58.0,1,0,2.2,France,Autre,Sans contact,4.0,47.1,0
TX00008229,3924,4.45,9,0,18.0,0,3,1.8,France,Alimentaire,Carte physique,5.7,49.9,0
TX00008230,1620,5.05,20,3,60.4,1,9,4.0,France,Alimentaire,En ligne,2.0,36.2,0
TX00008231,1829,5.78,6,3,136.4,0,6,1.8,France,Restaurant,Carte physique,8.9,61.6,0
TX00008232,2028,1.64,8,0,28.6,0,2,12.6,France,Restaurant,Carte physique,2.6,30.6,0
TX00008233,1353,5.27,16,1,65.8,0,5,3.2,France,E-commerce,Sans contact,4.2,40.4,0
TX00008234,2888,17.15,19,1,55.3,1,1,0.3,UE,Restaurant,Carte physique,8.7,64.1,0
TX00008235,3863,147.28,21,2,31.1,2,4,6.6,France,E-commerce,Sans contact,12.2,64.5,0
TX00008236,3700,9.32,20,1,1.2,3,4,1.2,France,Santé,Carte physique,1.0,57.4,0
TX00008237,2818,27.11,20,0,222.5,1,4,0.6,France,Autre,Carte physique,2.7,59.8,0
TX00008238,4135,5.17,8,5,142.1,0,3,4.7,France,E-commerce,En ligne,5.0,48.5,0
TX00008239,4437,35.38,3,2,39.8,1,8,1.8,France,Santé,Carte physique,9.7,55.0,0
TX00008240,3248,61.33,15,3,147.4,1,7,2.1,France,Voyage,En ligne,6.4,,0
TX00008241,1395,4.21,22,5,44.9,1,8,3.3,France,Autre,Carte physique,5.7,49.1,0
TX00008242,3439,1.13,14,3,87.1,2,5,1.7,France,Restaurant,Mobile,4.6,41.4,0
TX00008243,2796,236.51,7,2,1.0,1,4,15.1,France,E-commerce,En ligne,3.4,11.3,0
TX00008244,4232,114.84,7,5,127.2,0,1,1.2,France,E-commerce,Carte physique,5.2,46.9,0
TX00008245,3102,45.51,19,2,320.3,0,5,2.2,France,E-commerce,Mobile,5.1,65.5,0
TX00008246,1331,1.37,19,6,25.4,2,3,14.3,UE,E-commerce,Carte physique,5.5,66.5,0
TX00008247,2061,17.23,12,1,71.4,1,3,0.8,France,Alimentaire,Sans contact,1.9,43.6,0
TX00008248,3103,4.8,1,1,11.9,1,3,5.2,France,Restaurant,Mobile,4.0,38.6,0
TX00008249,1798,32.38,10,2,2.3,0,4,0.0,France,Luxe,En ligne,4.9,53.9,0
TX00008250,2728,7.69,5,2,234.3,1,5,11.1,France,Restaurant,Sans contact,4.8,47.6,0
TX00008251,3353,10.75,10,5,51.2,0,5,3.4,France,Alimentaire,Sans contact,8.5,59.8,0
TX00008252,1267,143.32,23,2,40.2,0,3,,France,Alimentaire,En ligne,3.4,49.8,0
TX00008253,1465,13.34,18,6,98.6,2,6,4.0,France,Autre,Carte physique,5.5,72.3,0
TX00008254,1131,31.5,21,5,115.8,0,8,1.7,UE,E-commerce,Carte physique,12.2,53.6,0
TX00008255,3130,34.13,3,2,224.9,2,5,10.5,UE,Alimentaire,Sans contact,5.1,47.2,0
TX00008256,4340,38.49,14,0,49.0,2,2,2.3,France,Autre,Carte physique,5.6,47.0,0
TX00008257,1583,42.35,13,2,8.6,1,5,0.1,France,E-commerce,Carte physique,5.1,49.7,0
TX00008258,1854,180.62,5,6,3.3,2,4,1.6,France,Autre,Mobile,15.1,71.1,0
TX00008259,1503,69.51,17,1,5.0,1,8,4.9,France,Station-service,Mobile,4.6,36.4,0
TX00008260,3716,202.27,13,0,6.9,2,5,0.6,France,Alimentaire,En ligne,3.8,48.8,0
TX00008261,2168,11.59,22,2,13.5,1,4,4.8,France,Autre,Sans contact,4.1,52.4,0
TX00008262,3478,39.42,12,0,101.4,0,4,8.0,France,Alimentaire,Carte physique,9.3,85.3,0
TX00008263,1615,30.55,4,4,19.7,0,4,4.4,France,Restaurant,En ligne,3.2,59.0,0
TX00008264,2985,378.67,5,0,1.0,0,4,0.7,France,E-commerce,Carte physique,2.1,33.6,0
TX00008265,3094,10.08,7,5,85.8,3,4,6.2,France,Alimentaire,Mobile,8.4,39.4,0
TX00008266,4324,74.32,23,0,79.9,1,2,1.5,France,Voyage,Sans contact,9.2,72.9,0
TX00008267,3139,17.96,12,5,13.5,3,6,8.3,France,Station-service,Mobile,3.4,37.5,0
TX00008268,2097,9.51,3,5,66.3,2,6,1.1,Hors-UE,Alimentaire,Carte physique,17.3,58.4,0
TX00008269,2171,64.42,17,5,68.9,1,3,0.7,France,E-commerce,En ligne,10.5,46.1,0
TX00008270,1110,11.99,20,2,139.6,1,3,7.0,France,Alimentaire,Carte physique,1.4,32.1,0
TX00008271,2311,20.55,11,3,149.9,3,2,8.7,France,Station-service,En ligne,8.1,32.3,0
TX00008272,4090,5.79,13,6,191.4,1,1,0.4,France,Restaurant,Carte physique,8.3,28.4,0
TX00008273,3833,9.86,19,6,12.1,1,2,4.7,France,Restaurant,Carte physique,8.7,55.7,0
TX00008274,1557,46.15,1,5,244.2,1,3,1.0,France,E-commerce,Carte physique,12.1,38.6,0
TX00008275,2931,87.35,14,2,1.0,1,2,1.3,France,E-commerce,En ligne,14.1,44.5,0
TX00008276,3256,270.95,0,1,6.0,0,5,1.8,France,Alimentaire,Mobile,4.8,88.9,0
TX00008277,4497,13.94,9,6,69.3,1,2,6.8,France,Restaurant,Carte physique,3.1,86.0,0
TX00008278,2352,36.93,9,3,92.2,1,6,10.4,France,Autre,Carte physique,7.5,35.6,0
TX00008279,4615,12.38,13,1,110.5,1,9,0.6,France,E-commerce,Carte physique,9.8,50.8,0
TX00008280,2796,21.82,22,3,12.7,1,1,10.5,France,E-commerce,En ligne,2.8,,0
TX00008281,2434,7.6,10,5,39.5,1,6,1.2,UE,Station-service,Carte physique,2.6,21.6,0
TX00008282,1620,29.05,13,3,5.4,0,9,20.5,France,Alimentaire,Carte physique,12.2,68.6,0
TX00008283,3704,18.03,4,6,30.3,1,2,3.2,France,Alimentaire,Mobile,4.7,58.3,0
TX00008284,1569,35.65,4,0,39.8,0,5,0.4,France,Voyage,En ligne,1.2,36.7,0
TX00008285,2957,213.31,0,2,7.5,0,3,3.3,France,Alimentaire,En ligne,7.2,62.8,0
TX00008286,3395,123.0,0,2,247.6,0,4,17.8,France,Alimentaire,Carte physique,4.2,69.0,0
TX00008287,4515,5.97,9,2,43.4,2,3,7.3,France,Santé,Carte physique,4.6,55.6,0
TX00008288,2310,70.04,3,3,66.4,4,5,0.0,France,Restaurant,Carte physique,1.2,48.4,1
TX00008289,1171,15.3,4,1,92.0,1,3,7.6,France,Voyage,Carte physique,14.3,59.0,0
TX00008290,4533,16.53,12,4,5.2,1,2,12.4,France,Autre,Mobile,3.7,58.8,0
TX00008291,1926,18.07,9,3,48.8,2,3,1.2,UE,Autre,En ligne,9.2,50.0,0
TX00008292,1628,29.58,9,1,66.3,0,1,0.5,France,E-commerce,Sans contact,1.6,62.0,0
TX00008293,1822,82.24,20,5,160.3,0,2,0.8,France,E-commerce,En ligne,3.7,19.0,0
TX00008294,4390,14.49,23,4,7.2,1,2,7.3,France,Santé,Sans contact,8.1,50.5,0
TX00008295,4750,18.16,15,5,7.1,0,4,2.0,France,Restaurant,Carte physique,1.6,,0
TX00008296,2055,17.89,0,1,25.5,3,3,2.3,France,Autre,Carte physique,5.2,22.0,0
TX00008297,4655,140.0,1,2,2.5,1,8,0.8,France,E-commerce,Carte physique,7.8,91.6,0
TX00008298,2413,23.87,10,4,50.8,0,3,18.2,UE,Alimentaire,Carte physique,3.0,23.3,0
TX00008299,3969,30.31,3,2,3.3,2,4,3.4,France,Santé,Carte physique,8.7,39.5,0
TX00008300,4314,21.83,6,6,2.0,1,3,9.8,France,Alimentaire,En ligne,10.8,67.5,0
TX00008301,2748,39.88,11,0,7.5,2,5,2.9,France,Station-service,Mobile,3.7,63.5,0
TX00008302,1125,55.17,2,5,45.0,0,6,10.6,France,Santé,Sans contact,2.2,26.9,0
TX00008303,2417,2.84,15,4,81.3,1,3,9.8,France,Station-service,Sans contact,7.1,33.9,0
TX00008304,2095,51.52,5,4,55.0,1,2,3.1,France,Autre,Carte physique,4.9,56.9,0
TX00008305,4692,9.92,4,0,24.4,2,0,13.7,France,Luxe,En ligne,1.8,38.5,0
TX00008306,3753,40.51,11,1,9.7,2,6,8.6,France,Station-service,Sans contact,3.8,38.2,0
TX00008307,4279,60.79,21,4,58.7,1,1,1.7,France,Santé,Carte physique,5.5,48.9,0
TX00008308,1253,85.35,7,6,39.1,1,6,2.6,France,Santé,En ligne,4.1,43.6,0
TX00008309,4032,3.15,17,0,18.9,1,1,3.1,France,Autre,Sans contact,4.9,35.7,0
TX00008310,4744,18.71,6,0,9.4,3,4,4.3,France,Santé,En ligne,3.6,8.1,0
TX00008311,1618,49.34,9,6,10.2,2,5,2.6,France,E-commerce,Carte physique,3.1,78.0,0
TX00008312,2176,110.82,20,2,388.7,0,9,9.8,France,Alimentaire,En ligne,4.9,74.0,0
TX00008313,4025,9.13,17,0,10.0,1,3,4.9,UE,Restaurant,En ligne,4.3,52.1,0
TX00008314,3529,45.3,0,6,59.1,1,9,2.7,France,Restaurant,En ligne,3.1,59.5,0
TX00008315,4221,8.19,12,4,2.3,1,4,1.8,France,Alimentaire,Carte physique,1.2,72.5,0
TX00008316,3597,3.55,20,2,154.1,0,4,3.6,France,Autre,En ligne,5.0,27.7,0
TX00008317,4789,59.58,12,5,8.1,1,5,4.9,France,Alimentaire,Mobile,4.6,29.6,0
TX00008318,2190,94.07,13,5,1.4,0,6,0.6,France,Restaurant,Sans contact,9.6,57.8,0
TX00008319,3621,36.18,0,2,116.7,2,4,0.4,France,Alimentaire,Carte physique,4.3,30.5,0
TX00008320,4891,19.06,5,1,137.4,0,4,2.3,Hors-UE,Alimentaire,Mobile,7.6,31.9,0
TX00008321,2533,29.18,23,0,1.0,0,5,1.3,UE,Autre,En ligne,5.8,63.8,0
TX00008322,2176,77.26,6,4,27.8,2,3,1.1,France,Santé,Sans contact,1.7,46.4,0
TX00008323,4659,88.36,9,0,28.9,1,4,4.8,France,Alimentaire,Mobile,11.5,36.3,0
TX00008324,3266,184.48,20,1,32.0,0,7,5.6,France,Alimentaire,En ligne,4.1,46.2,0
TX00008325,4793,34.89,2,5,147.4,1,6,,UE,Luxe,Sans contact,0.8,44.5,0
TX00008326,2304,43.49,4,5,6.8,1,5,5.8,France,Santé,Carte physique,8.8,67.9,0
TX00008327,1189,12.86,14,4,26.8,0,2,11.5,France,Alimentaire,En ligne,3.5,51.7,0
TX00008328,4640,18.05,14,0,26.8,0,4,14.4,UE,Autre,Sans contact,9.0,54.3,0
TX00008329,2449,112.08,6,3,20.4,2,5,0.7,Hors-UE,Alimentaire,Mobile,14.0,89.9,0
TX00008330,1524,266.22,14,0,43.9,1,2,8.2,France,Restaurant,Carte physique,9.3,58.6,0
TX00008331,2559,158.81,22,2,274.2,0,1,6.9,France,Alimentaire,Carte physique,9.9,60.7,0
TX00008332,4891,924.74,1,2,6.4,0,4,0.0,France,E-commerce,Sans contact,7.3,61.6,0
TX00008333,3341,45.88,14,3,30.3,0,6,1.1,France,Alimentaire,Carte physique,5.5,42.9,0
TX00008334,2452,199.83,8,4,22.8,0,4,1.7,France,E-commerce,En ligne,6.8,34.6,0
TX00008335,3919,25.29,13,1,427.2,0,8,3.2,Hors-UE,Alimentaire,Carte physique,2.7,19.6,0
TX00008336,2865,14.71,14,0,8.6,1,5,3.4,France,Alimentaire,Sans contact,8.4,40.9,0
TX00008337,4038,25.73,6,6,70.3,2,3,3.6,France,Alimentaire,Carte physique,8.0,59.6,0
TX00008338,3297,34.18,20,2,4.5,2,3,4.6,France,Alimentaire,Sans contact,9.2,64.7,0
TX00008339,4338,13.72,20,4,30.5,1,1,3.3,France,Restaurant,Sans contact,3.0,41.7,0
TX00008340,4433,61.59,21,6,14.0,2,5,0.2,France,E-commerce,Carte physique,5.0,50.3,0
TX00008341,1520,20.31,0,0,40.6,0,5,0.2,UE,E-commerce,Carte physique,6.6,40.5,0
TX00008342,2690,20.67,7,3,12.0,1,3,6.3,UE,Alimentaire,Mobile,5.8,34.6,0
TX00008343,4549,18.3,23,5,67.4,2,1,6.1,France,Santé,Carte physique,13.1,45.7,0
TX00008344,4586,14.54,1,2,25.2,0,4,7.8,UE,Alimentaire,Sans contact,3.0,77.1,0
TX00008345,3972,15.95,18,3,8.3,1,4,6.7,France,Alimentaire,En ligne,7.3,55.9,0
TX00008346,4208,19.45,14,1,6.8,1,9,2.1,France,Alimentaire,En ligne,2.7,59.6,0
TX00008347,4868,108.17,18,0,16.5,1,4,10.4,France,E-commerce,En ligne,5.1,48.7,0
TX00008348,4884,41.87,15,5,30.1,3,3,4.6,UE,Restaurant,Carte physique,9.8,67.3,0
TX00008349,1818,14.72,12,1,102.7,1,2,,France,Autre,Mobile,11.9,53.5,0
TX00008350,4926,27.04,13,6,66.8,1,2,0.3,France,E-commerce,Carte physique,4.2,57.1,0
TX00008351,2779,9.27,12,2,147.0,0,2,7.0,France,Alimentaire,En ligne,4.7,35.2,0
TX00008352,4739,145.52,0,2,14.5,3,1,8.2,France,Autre,Mobile,2.7,67.6,0
TX00008353,3292,27.52,10,6,6.0,1,6,15.5,France,Station-service,Carte physique,5.3,38.9,0
TX00008354,1017,13.97,23,2,30.3,0,2,2.7,France,Alimentaire,En ligne,4.3,52.4,0
TX00008355,1479,10.43,10,3,139.6,3,4,1.2,France,Restaurant,En ligne,5.3,54.6,0
TX00008356,1416,261.66,17,2,182.0,1,0,2.3,France,Autre,Carte physique,5.6,39.2,0
TX00008357,4809,120.15,11,4,14.6,2,4,8.4,France,Alimentaire,Carte physique,6.2,65.3,0
TX00008358,2104,3.85,13,0,44.2,1,7,1.8,UE,E-commerce,En ligne,3.3,33.5,0
TX00008359,2354,10.72,3,5,54.7,0,2,1.3,France,E-commerce,Sans contact,3.3,40.8,0
TX00008360,1336,17.96,11,6,102.8,1,3,0.7,France,Restaurant,Sans contact,5.3,46.3,0
TX00008361,1337,41.52,10,6,39.8,0,6,12.1,Hors-UE,Santé,Carte physique,6.5,48.3,0
TX00008362,4237,56.31,14,0,12.8,0,4,0.4,France,Alimentaire,Sans contact,2.9,37.1,0
TX00008363,3979,40.1,7,1,20.1,0,5,18.2,France,Autre,Sans contact,8.3,48.6,0
TX00008364,2928,411.29,16,4,37.7,0,5,13.4,France,Alimentaire,Sans contact,7.5,39.9,0
TX00008365,4569,26.29,7,5,12.8,1,1,0.2,France,Santé,Carte physique,4.0,30.7,0
